coding	name	Des	propsType	kinds	useLevel	useNeedItem	iconBackgroundColor	canSell	canOverlap	canUse	canUseSome	needLog	sortLevel	icon	bigIcon70	icon_FT	icon_US	icon_RU	icon_TK	icon_PL	icon_Fr	icon_EN	use	nameColor	saleBack	salePrice	saleBack2	salePrice2	doubleclick	minutes	timeoutCoding	invaluable	pbp	showGoods	kuaFuUse	jiaMi
26603	贵族10顶级至尊礼盒(6)(废)	礼包	1	1	105		4	0	1	0	1	1	4990	jiehunlibao3									打开当前礼盒可获得命魂小礼盒+10，贵族10顶级至尊礼盒(7)，最终可获得金色命魂+1	黄色	0	0	0	0	0			0	0	0	1	1
26604	贵族10顶级至尊礼盒(7)(废)	礼包	1	1	110		4	0	1	0	1	1	4990	jiehunlibao3									打开当前礼盒可获得命魂小礼盒+10，贵族10顶级至尊礼盒(8)，最终可获得金色命魂+1	黄色	0	0	0	0	0			0	0	0	1	1
26605	贵族10顶级至尊礼盒(8)(废)	礼包	1	1	115		4	0	1	0	1	1	4990	jiehunlibao3									打开当前礼盒可获得命魂小礼盒+10，贵族10顶级至尊礼盒(9)，最终可获得金色命魂+1	黄色	0	0	0	0	0			0	0	0	1	1
26606	贵族10顶级至尊礼盒(9)(废)	礼包	1	1	120		4	0	1	0	1	1	4990	jiehunlibao3									打开获得命魂至尊礼盒+1，命魂小礼盒+10	黄色	0	0	0	0	0			0	0	0	1	1
26607	七级龙晶	材料兑换	1	1	140		3	1	1	1	0	1	4930	longjing7									用于兑换7星进化材料、装备。#H获得途径：副本、英雄竞技	紫色	0	6000	0	0	OPEN_EXCHANGE_SHOP			0	0	0	1	1
26608	命魂至尊礼盒	礼包	1	1	1		4	0	1	1	1	1	4990	mhlbhuang									打开可随机获得一个金色命魂	黄色	0	0	0	0	0			0	0	0	1	1
26609	灵·卡牌女王	英雄兑换	1	1	120		3	1	1	1	0	1	4970	26609									用于招募紫色卡牌女王#H获得途径：英灵神殿掉落	紫色	0	5000	0	0	OPEN_RECRUIT_PANEL			0	0	0	1	1
26610	灵·天堂圣使	英雄兑换	1	1	120		3	1	1	1	0	1	4970	26610									用于招募紫色天堂圣使#H获得途径：英灵神殿掉落	紫色	0	5000	0	0	OPEN_RECRUIT_PANEL			0	0	0	1	1
26611	深渊蛮王魂魄	英雄进阶	1	1	120		4	1	1	1	0	1	4910	5012hun							5012hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
26612	卡牌女王魂魄	英雄进阶	1	1	120		4	1	1	1	0	1	4910	5013hun							5013hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
26613	屠龙剑圣魂魄	英雄进阶	1	1	120		4	1	1	1	0	1	4910	5014hun							5014hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
26614	天堂圣使魂魄	英雄进阶	1	1	120		4	1	1	1	0	1	4910	5015hun							5015hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
26615	日常惊喜礼盒	日常奖励	1	1	1		2	0	1	1	1	1	4720	lihejingxi1									打开后随机获得六阶的相应道具，会有小概率获得珍稀道具	蓝色	0	0	0	0	0			0	0	0	1	0
26616	幸运大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	lihejingxi1									打开后获得坐骑培养石+5、姻缘石+5	蓝色	0	0	0	0	0			0	0	0	1	1
26617	音乐节专属礼包	礼包	1	1	1		3	0	1	1	1	1	4990	lihejingxi1									打开后获得一级宝石礼盒+10，坐骑培养石+10	蓝色	0	0	0	0	0			0	0	0	1	1
26618	命魂豪华礼盒	礼包	1	1	1		3	0	1	1	1	1	4990	lihejingxi3									打开可随机获得一个紫色命魂	紫色	0	0	0	0	0			0	0	0	1	1
26619	圣殿激斗礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao01									打开后可获得：魔晶*150、坐骑培养石*10、大经验果*5、一级宝石礼盒*3	蓝色	0	0	0	0	0			0	0	0	1	0
26620	m+礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao02									打开后可获得：魔晶*10、小喇叭*3、一级龙晶*20、中经验果*5	蓝色	0	0	0	0	0			0	0	0	1	0
26621	热战礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao03									打开后可获得：魔晶*50、一星召唤令*1、坐骑培养石*10、虎牙*10、金币*100000	蓝色	0	0	0	0	0			0	0	0	1	0
26622	骑兵礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao01									打开后可获得：魔晶*100、大经验果*5、宝石小礼盒*1、坐骑培养石*10、金币*100000	蓝色	0	0	0	0	0			0	0	0	1	0
26623	超級新手禮包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao01									打開後可獲得：一級龍晶*30、金幣10萬、魔晶*50、一階天靈石*10	蓝色	0	0	0	0	0			0	0	0	1	0
26624	FB禮包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao02									打開後可獲得：魔晶*50、一級龍晶*20、一級寶石禮盒*3、10萬金幣	蓝色	0	0	0	0	0			0	0	0	1	0
26625	會員禮包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao03									打開後可獲得：魔晶*50、小經驗果*5、一星召喚令*1、坐騎培養石*3	蓝色	0	0	0	0	0			0	0	0	1	0
26626	神石	数值	1	2	1		5	0	0	0	0	0	1200	shenshi45									神石	橙色	0	1	0	0	0			0	0	0	1	1
26627	QQ空间礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao03									打开后可获得：魔晶*10、坐骑培养石*5、一级宝石礼盒*1	蓝色	0	0	0	0	0			0	0	0	1	0
26628	邀请好友礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao03									打开后可获得：魔晶*20、坐骑培养石*10、一级宝石礼盒*2	蓝色	0	0	0	0	0			0	0	0	1	0
26629	34级礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao03									打开后可获得：魔晶*30、坐骑培养石*10、姻缘石*10	蓝色	0	0	0	0	0			0	0	0	1	0
26630	超值好礼	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao03									打开后可获得：魔晶*20、坐骑培养石*5、一星召唤令*1	蓝色	0	0	0	0	0			0	0	0	1	0
26631	全民中秋礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao01									打开后可获得：羽翼培养石*10、坐骑培养石*10、一级宝石礼盒*4、宝石封印石*5	蓝色	0	0	0	0	0			0	0	0	1	0
26632	给力中秋礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao02									打开后可获得：三星召唤令*1、占卜令*1、羽翼培养石*20、坐骑培养石*20、一级宝石礼盒*10	蓝色	0	0	0	0	0			0	0	0	1	0
26633	达人专享礼包	礼包	1	1	1		2	0	0	1	1	1	4990	tuangoulibao03									打开后可获得：大经验酒*10、占卜令*1、姻缘石*30、中阶幸运石*5、一级宝石礼盒*12	蓝色	0	0	0	0	0			0	0	0	1	0
26634	紫色命魂礼盒	礼包	1	1	50		4	0	1	1	1	1	4990	lihejingxi3									打开后可获得：随机紫色命魂*1	黄色	0	0	0	0	0			0	0	0	1	1
26635	四级攻击宝石礼盒	礼包	1	1	30		3	0	1	1	1	1	4990	lihebaoshi1									打开后随机获得四级物攻或法攻宝石一个	紫色	0	0	0	0	0			0	0	0	1	1
26636	四级精英宝石礼盒	礼包	1	1	30		3	0	1	1	1	1	4990	lihebaoshi2									打开后随机获得四级暴击、免暴、格挡、破挡宝石其中一个	紫色	0	0	0	0	0			0	0	0	1	1
26637	四级生命宝石礼盒	礼包	1	1	30		3	0	1	1	1	1	4990	lihebaoshi1									打开后可获得：四级生命宝石*1	紫色	0	0	0	0	0			0	0	0	1	1
26638	坐骑升星精华（小）	道具	1	1	30		3	1	0	1	0	1	4680	zqsxjh_US						zqsxjh_PL	zqsxjh_Fr		使用后坐骑直接提升1星（坐骑4阶及以下可使用，升星后坐骑当前剩余经验清零）	紫色	0	1000	0	0	0	720		0	0	0	1	1
26639	坐骑小经验珠	道具	1	1	30		3	1	0	1	0	1	4680	zqjyz1_US						zqjyz1_PL	zqjyz1_Fr		使用后坐骑获得500经验（使用该道具经验满后不会触发坐骑升星，手动培养后可升星）	紫色	0	1000	0	0	0	720		0	0	0	1	1
26640	坐骑中经验珠	道具	1	1	30		3	1	0	1	0	1	4680	zqjyz2_US						zqjyz2_PL	zqjyz2_Fr		使用后坐骑获得1000经验（使用该道具经验满后不会触发坐骑升星，手动培养后可升星）	紫色	0	1000	0	0	0	720		0	0	0	1	1
26641	坐骑大经验珠	道具	1	1	30		3	1	0	1	0	1	4680	zqjyz3_US						zqjyz3_PL	zqjyz3_Fr		使用后坐骑获得1500经验（使用该道具经验满后不会触发坐骑升星，手动培养后可升星）	紫色	0	1000	0	0	0	720		0	0	0	1	1
26642	坐骑培养石促销礼盒	礼包	1	1	1		4	1	0	1	0	1	4990	lihebaoshi1									开启需花费888神石,开启后可获得坐骑培养石×120，金币+1880000	黄色	0	10000	0	0	0	4320		0	0	0	1	1
26643	坐骑升星精华（中）	道具	1	1	30		4	1	0	1	0	1	4680	zqsxjh1_US						zqsxjh1_PL	zqsxjh1_Fr		使用后坐骑直接提升1星（坐骑5阶及以下可使用，升星后坐骑当前剩余经验清零）	黄色	0	1000	0	0	0	720		0	0	0	1	1
26644	坐骑升星精华（大）	道具	1	1	30		5	1	0	1	0	1	4680	zqsxjh2_US						zqsxjh1_PL	zqsxjh2_Fr		使用后坐骑直接提升1星（坐骑6阶及以下可使用，升星后坐骑当前剩余经验清零）	橙色	0	1000	0	0	0	720		0	0	0	1	1
26645	勇者礼包	礼包	1	1	1		6	0	0	1	1	1	4990	lihebaoshi2									打开后可获得：金币*400W,魔晶*500,圣·光辉饰品礼包*1,圣·光辉装备礼包*1,坐骑培养石*20，姻缘石*20，一星召唤令*2，一级宝石礼盒*10	蓝色	0	0	0	0	0			0	0	0	1	1
26646	英雄礼包	礼包	1	1	1		6	0	0	1	1	1	4990	lihebaoshi2									打开后可获得：金币*500W,魔晶*1000,圣·光辉饰品礼包*1,圣·光辉装备礼包*1，坐骑培养石*30，姻缘石*30，一星召唤令*3，一级宝石礼盒*15	蓝色	0	0	0	0	0			0	0	0	1	1
26647	辉煌礼包	礼包	1	1	1		6	0	0	1	1	1	4990	jiehunlibao2									打开后可获得：金币*800W,魔晶*2000,圣·光辉饰品礼包*1,圣·光辉装备礼包*1，坐骑培养石*40，姻缘石*40，一星召唤令*5，一级宝石礼盒*20	蓝色	0	0	0	0	0			0	0	0	1	1
26648	尊贵礼包	礼包	1	1	1		6	0	0	1	1	1	4990	jiehunlibao2									打开后可获得：金币*1000W,魔晶*5000,圣·光辉饰品礼包*1,圣·光辉装备礼包*1，坐骑培养石*50，姻缘石*50，一星召唤令*8，一级宝石礼盒*20，占卜令*5	蓝色	0	0	0	0	0			0	0	0	1	1
26649	中秋首日礼包	礼包	1	1	1		2	0	0	1	0	1	4990	jiehunlibao1									打开后可获得：二级宝石礼盒*1，魔晶*30，金币*50W	蓝色	0	0	0	0	0			0	0	0	1	0
26650	中秋次日礼包	礼包	1	1	1		3	0	0	1	0	1	4990	jiehunlibao2									打开后可获得：三级宝石礼盒*1，魔晶*50，金币*100W	紫色	0	0	0	0	0			0	0	0	1	1
26651	中秋三日礼包	礼包	1	1	1		4	0	0	1	0	1	4990	jiehunlibao3									打开后可获得：四级宝石礼盒*1，魔晶*100，金币*200W	黄色	0	0	0	0	0			0	0	0	1	1
26652	紫色聖光祭司英雄禮包	礼包	1	1	1		4	0	1	1	1	1	4990	lihejingxi3									打開後獲得英雄：紫色聖光祭司	黄色	0	0	0	0	0			0	0	0	1	1
26653	紫色紅袍女巫英雄禮包	礼包	1	1	1		4	0	1	1	1	1	4990	lihejingxi3									打開後獲得英雄：紫色紅袍女巫	黄色	0	0	0	0	0			0	0	0	1	1
26654	龍騎至尊禮包	礼包	1	1	1		6	0	0	1	1	1	4990	lihebaoshi2									打開後可獲得：紫色聖光祭司英雄禮包*1、二級龍晶*30、魔晶*200、小經驗酒*5、二星召喚令*1	黄色	0	0	0	0	0			0	0	0	1	1
26655	龍騎王者禮包	礼包	1	1	1		6	0	0	1	1	1	4990	lihebaoshi2									打開後可獲得：紫色紅袍女巫英雄禮包*1、二級龍晶*50、魔晶*300、大經驗酒*5、四級寶石禮盒*4、聖·魔魂劍*1	黄色	0	0	0	0	0			0	0	0	1	1
26656	戰力狂飆小禮包	礼包	1	1	1		6	0	0	1	1	1	4990	lihebaoshi1									打開後可獲得：聖‧魔魂頭盔*1、大經驗酒*5	黄色	0	0	0	0	0			0	0	0	1	1
26657	戰力狂飆大禮包	礼包	1	1	1		6	0	0	1	1	1	4990	lihebaoshi2									打開後可獲得：聖‧魔魂鎧甲*1、聖‧魔魂戰靴*1、大經驗酒*10	黄色	0	0	0	0	0			0	0	0	1	1
26658	戰力狂飆超級禮包	礼包	1	1	1		6	0	0	1	1	1	4990	lihebaoshi2									打開後可獲得：聖‧魔魂劍*1、聖‧魔魂戒指*1、聖‧魔魂手鐲*1、大經驗酒*20	黄色	0	0	0	0	0			0	0	0	1	1
26659	戰力狂飆至尊禮包	礼包	1	1	1		6	0	0	1	1	1	4990	lihebaoshi1									打開後可獲得：聖‧魔魂全套*1、六級格檔寶石*1、六級生命寶石*1、大經驗酒*50	黄色	0	0	0	0	0			0	0	0	1	1
26660	蛋黄月饼	道具	1	1	1		2	0	1	1	0	1	4680	yuebing1									美味的月饼，使用后可增长5点体力，每日共限用20个月饼	绿色	0	0	0	0	0			0	0	0	1	0
26661	莲蓉月饼	道具	1	1	1		3	0	1	1	0	1	4680	yuebing2									甜蜜的月饼，使用后可增长10点体力，每日共限用20个月饼	蓝色	0	0	0	0	0			0	0	0	1	1
26662	五仁月饼	道具	1	1	1		4	0	1	1	0	1	4680	yuebing3									诡异的月饼，使用后可增长20点体力，每日共限用20个月饼	紫色	0	0	0	0	0			0	0	0	1	1
26663	中秋节日礼盒	礼包	1	1	1		3	0	1	1	1	1	4990	lihezhongqiu									打开后可获得：莲蓉月饼+3、四级宝石礼盒+1、占卜令+1、心心相印+3、小喇叭+2、金币+880000	紫色	0	0	0	0	0			0	0	0	1	1
26664	限次宝箱(废弃)	道具	1	1	1		3	0	1	1	0	1	4680	ywdb1									使用后随机获得一种奖励。	紫色	0	0	0	0	OPEN_XCBX_PANEL			0	0	0	1	1
26665	炼狱宝箱	道具	1	1	40		5	0	1	1	0	1	4680	ywdb4									野外夺宝中随机获得，打开后随机获得命魂奖励,有几率获得30级橙色炼狱装备,每日可免费打开5次	橙色	0	0	0	0	OPEN_XCBX_PANEL			0	0	0	1	1
26666	神器宝箱	道具	1	1	80		5	0	1	1	0	1	4680	ywdb4									野外夺宝中随机获得，打开后随机获得命魂奖励,有几率获得60级橙色血阳神器,每日可免费打开5次	橙色	0	0	0	0	OPEN_XCBX_PANEL			0	0	0	1	1
26667	金币宝箱(战区一)	礼包	1	1	40		3	0	1	1	1	1	4990	ywdb1									野外夺宝奖励，打开后随机获得5W-50W金币	紫色	0	0	0	0	0			0	0	0	1	1
26668	金币宝箱(战区二)	礼包	1	1	60		3	0	1	1	1	1	4990	ywdb1									野外夺宝奖励，打开后随机获得10W-100W金币	紫色	0	0	0	0	0			0	0	0	1	1
26669	金币宝箱(战区三)	礼包	1	1	80		3	0	1	1	1	1	4990	ywdb1									野外夺宝奖励，打开后随机获得15W-100W金币	紫色	0	0	0	0	0			0	0	0	1	1
26670	金币宝箱(战区四)	礼包	1	1	100		3	0	1	1	1	1	4990	ywdb1									野外夺宝奖励，打开后随机获得20W-120W金币	紫色	0	0	0	0	0			0	0	0	1	1
26671	法攻宝石宝箱	道具	1	1	40		3	0	1	1	0	1	4680	ywdb2									野外夺宝奖励，打开后随机获得1个1~5级法攻宝石,每日可免费打开5次。	紫色	0	0	0	0	OPEN_XCBX_PANEL			0	0	0	1	1
26672	英雄经验宝箱(战区一)	道具	1	1	40		3	0	1	1	0	1	4680	ywdb3									野外夺宝奖励，打开后随机获得2-10个大经验酒,每日可免费打开5次。	紫色	0	0	0	0	OPEN_XCBX_PANEL			0	0	0	1	1
26673	英雄经验宝箱(战区二)	道具	1	1	40		3	0	1	1	0	1	4680	ywdb3									野外夺宝奖励，打开后随机获得2-10个小经验卡,每日可免费打开5次。	紫色	0	0	0	0	OPEN_XCBX_PANEL			0	0	0	1	1
26674	英雄经验宝箱(战区三)	道具	1	1	40		3	0	1	1	0	1	4680	ywdb3									野外夺宝奖励，打开后随机获得3-13个小经验卡,每日可免费打开5次。	紫色	0	0	0	0	OPEN_XCBX_PANEL			0	0	0	1	1
26675	英雄经验宝箱(战区四)	道具	1	1	40		3	0	1	1	0	1	4680	ywdb3									野外夺宝奖励，打开后随机获得3-13个中经验卡,每日可免费打开5次。	紫色	0	0	0	0	OPEN_XCBX_PANEL			0	0	0	1	1
26676	时装之魄	道具	1	1	45		3	1	1	1	0	1	4680	szzp									时装之魂魄，可用于鉴定时装获取时装鉴定属性或者时装进阶提升时装品质。	紫色	0	0	0	0	OPEN_CLOTHES_PANEL			0	0	0	1	1
26677	时装精华	道具	1	1	45		3	1	1	1	0	1	4680	szjh									时装之精华，可用于时装升星提升时装基础属性。	紫色	0	0	0	0	OPEN_CLOTHES_PANEL			0	0	0	1	1
26678	召唤令大礼包	礼包	1	1	30		3	0	0	1	0	1	4990	jiehunlibao1									打开后可获得：召唤令*4（星级由主角等级决定）	紫色	0	0	0	0	0			0	0	0	1	1
26679	絕世好包	礼包	1	1	1		3	0	0	1	1	1	4990	lihebaoshi2									打開後可獲得：魔晶*100、四級寶石禮盒*1、金幣*200萬、一階天靈石*50、大經驗酒*5	紫色	0	0	0	0	0			0	0	0	1	1
26680	土豪禮包	礼包	1	1	1		3	0	0	1	1	1	4990	lihebaoshi2									打開後可獲得：魔晶*150、坐騎培養石*50、金幣*100萬、一階玄鐵*50、二星召喚令*3	紫色	0	0	0	0	0			0	0	0	1	1
26681	天·绿龙角	道具	1	13	1		2	1	0	1	0	1	4680	LHLongJiao1									神龙的尖角，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古绿龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26682	天·绿龙甲	道具	1	13	1		2	1	0	1	0	1	4680	LHLongJia1									神龙的硬甲，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古绿龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26683	天·绿龙骨	道具	1	13	1		2	1	0	1	0	1	4680	LHLongGu1									神龙的铁骨，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古绿龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26684	天·绿龙尾	道具	1	13	1		2	1	0	1	0	1	4680	LHLongWei1									神龙的仙尾，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古绿龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26685	天·绿龙牙	道具	1	13	1		2	1	0	1	0	1	4680	LHLongYa1									神龙的坚牙，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古绿龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26686	天·绿龙爪	道具	1	13	1		2	1	0	1	0	1	4680	LHLongzhua1									神龙的利爪，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古绿龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26687	雷·绿龙角	道具	1	13	1		3	1	0	1	0	1	4680	LHLongJiao2									神龙的尖角，传说是由神龙散落的精魂所铸	紫色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26688	雷·绿龙甲	道具	1	13	1		3	1	0	1	0	1	4680	LHLongJia2									神龙的硬甲，传说是由神龙散落的精魂所铸	紫色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26689	雷·绿龙骨	道具	1	13	1		3	1	0	1	0	1	4680	LHLongGu2									神龙的铁骨，传说是由神龙散落的精魂所铸	紫色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26690	雷·绿龙尾	道具	1	13	1		3	1	0	1	0	1	4680	LHLongWei2									神龙的仙尾，传说是由神龙散落的精魂所铸	紫色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26691	雷·绿龙牙	道具	1	13	1		3	1	0	1	0	1	4680	LHLongYa2									神龙的坚牙，传说是由神龙散落的精魂所铸	紫色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26692	雷·绿龙爪	道具	1	13	1		3	1	0	1	0	1	4680	LHLongzhua2									神龙的利爪，传说是由神龙散落的精魂所铸	紫色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26693	地·绿龙角	道具	1	13	1		4	1	0	1	0	1	4680	LHLongJiao3									神龙的尖角，传说是由神龙散落的精魂所铸	黄色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26694	地·绿龙甲	道具	1	13	1		4	1	0	1	0	1	4680	LHLongJia3									神龙的硬甲，传说是由神龙散落的精魂所铸	黄色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26695	地·绿龙骨	道具	1	13	1		4	1	0	1	0	1	4680	LHLongGu3									神龙的铁骨，传说是由神龙散落的精魂所铸	黄色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26696	地·绿龙尾	道具	1	13	1		4	1	0	1	0	1	4680	LHLongWei3									神龙的仙尾，传说是由神龙散落的精魂所铸	黄色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26697	地·绿龙牙	道具	1	13	1		4	1	0	1	0	1	4680	LHLongYa3									神龙的坚牙，传说是由神龙散落的精魂所铸	黄色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26698	地·绿龙爪	道具	1	13	1		4	1	0	1	0	1	4680	LHLongzhua3									神龙的利爪，传说是由神龙散落的精魂所铸	黄色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26699	火·绿龙角	道具	1	13	1		5	1	0	1	0	1	4680	LHLongJiao4									神龙的尖角，传说是由神龙散落的精魂所铸	橙色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26700	火·绿龙甲	道具	1	13	1		5	1	0	1	0	1	4680	LHLongJia4									神龙的硬甲，传说是由神龙散落的精魂所铸	橙色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26701	火·绿龙骨	道具	1	13	1		5	1	0	1	0	1	4680	LHLongGu4									神龙的铁骨，传说是由神龙散落的精魂所铸	橙色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26702	火·绿龙尾	道具	1	13	1		5	1	0	1	0	1	4680	LHLongWei4									神龙的仙尾，传说是由神龙散落的精魂所铸	橙色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26703	火·绿龙牙	道具	1	13	1		5	1	0	1	0	1	4680	LHLongYa4									神龙的坚牙，传说是由神龙散落的精魂所铸	橙色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26704	火·绿龙爪	道具	1	13	1		5	1	0	1	0	1	4680	LHLongzhua4									神龙的利爪，传说是由神龙散落的精魂所铸	橙色	0	10000	0	0	open_traindragonmain			0	0	0	1	1
26705	天·白龙角	道具	1	13	1		2	1	0	1	0	1	4680	LHLongJiaoA1									神龙的尖角，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古白龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26706	天·白龙甲	道具	1	13	1		2	1	0	1	0	1	4680	LHLongJiaA1									神龙的硬甲，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古白龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26707	天·白龙骨	道具	1	13	1		2	1	0	1	0	1	4680	LHLongGuA1									神龙的铁骨，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古白龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26708	天·白龙尾	道具	1	13	1		2	1	0	1	0	1	4680	LHLongWeiA1									神龙的仙尾，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古白龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26709	天·白龙牙	道具	1	13	1		2	1	0	1	0	1	4680	LHLongYaA1									神龙的坚牙，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古白龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
26710	天·白龙爪	道具	1	13	1		2	1	0	1	0	1	4680	LHLongzhuaA1									神龙的利爪，传说是由神龙散落的精魂所铸（集齐6个部件可唤醒远古白龙）	蓝色	0	10000	0	0	open_traindragonmain			0	0	0	1	0
