monster_camp_id	Des	pos1	pos2	pos3	pos4	pos5	pos6
16619	六组队爬塔6	14507	14507	14507	14508	14507	14507
16620	六组队爬塔7	14510	14510	14510	14510	14510	14510
16621	六组队爬塔8	14511	14511	14511	14511	14511	14511
16622	六组队爬塔9	14512	14512	14512	14513	14512	14512
16623	六组队爬塔10	14515	14515	14515	14515	14515	14515
16624	六组队爬塔11	14516	14516	14516	14516	14516	14516
16625	六组队爬塔12	14517	14517	14517	14518	14517	14517
16626	六组队爬塔13	14520	14520	14520	14520	14520	14520
16627	六组队爬塔14	14521	14521	14521	14521	14521	14521
16628	六组队爬塔15	14522	14522	14522	14523	14522	14522
16629	六组队爬塔16	14525	14525	14525	14525	14525	14525
16630	六组队爬塔17	14526	14526	14526	14526	14526	14526
16631	六组队爬塔18	14527	14527	14527	14528	14527	14527
16632	六组队爬塔19	14530	14530	14530	14530	14530	14530
16633	六组队爬塔20	14531	14531	14531	14531	14531	14531
16634	六组队爬塔21	14532	14532	14532	14533	14532	14532
16635	六组队爬塔22	14535	14535	14535	14535	14535	14535
16636	六组队爬塔23	14536	14536	14536	14536	14536	14536
16637	六组队爬塔24	14537	14537	14537	14538	14537	14537
16638	六组队爬塔25	14540	14540	14540	14540	14540	14540
16639	六组队爬塔26	14541	14541	14541	14541	14541	14541
16640	六组队爬塔27	14542	14542	14542	14543	14542	14542
16641	六组队爬塔28	14545	14545	14545	14545	14545	14545
16642	六组队爬塔29	14546	14546	14546	14546	14546	14546
16643	六组队爬塔30	14547	14547	14547	14548	14547	14547
16644	六组队爬塔31	14550	14550	14550	14550	14550	14550
16645	六组队爬塔32	14551	14551	14551	14551	14551	14551
16646	六组队爬塔33	14552	14552	14552	14553	14552	14552
16647	六组队爬塔34	14555	14555	14555	14555	14555	14555
16648	六组队爬塔35	14556	14556	14556	14556	14556	14556
16649	六组队爬塔36	14557	14557	14557	14558	14557	14557
16650	六组队爬塔37	14560	14560	14560	14560	14560	14560
16651	六组队爬塔38	14561	14561	14561	14561	14561	14561
16652	六组队爬塔39	14562	14562	14562	14563	14562	14562
16653	六组队爬塔40	14565	14565	14565	14565	14565	14565
16654	六组队爬塔41	14566	14566	14566	14566	14566	14566
16655	六组队爬塔42	14567	14567	14567	14568	14567	14567
16656	六组队爬塔43	14570	14570	14570	14570	14570	14570
16657	六组队爬塔44	14571	14571	14571	14571	14571	14571
16658	六组队爬塔45	14572	14572	14572	14573	14572	14572
16659	六组队爬塔46	14575	14575	14575	14575	14575	14575
16660	六组队爬塔47	14576	14576	14576	14576	14576	14576
16661	六组队爬塔48	14577	14577	14577	14578	14577	14577
16662	六组队爬塔49	14580	14580	14580	14580	14580	14580
16663	六组队爬塔50	14581	14581	14581	14581	14581	14581
16664	六组队爬塔51	14582	14582	14582	14583	14582	14582
16665	六组队爬塔52	14585	14585	14585	14585	14585	14585
16666	六组队爬塔53	14586	14586	14586	14586	14586	14586
16667	六组队爬塔54	14587	14587	14587	14588	14587	14587
16668	六组队爬塔55	14590	14590	14590	14590	14590	14590
16669	六组队爬塔56	14591	14591	14591	14591	14591	14591
16670	六组队爬塔57	14592	14592	14592	14593	14592	14592
16671	六组队爬塔58	14595	14595	14595	14595	14595	14595
16672	六组队爬塔59	14596	14596	14596	14596	14596	14596
16673	六组队爬塔60	14597	14597	14597	14598	14597	14597
16674	六组队爬塔61	14600	14600	14600	14600	14600	14600
16675	六组队爬塔62	14601	14601	14601	14601	14601	14601
16676	六组队爬塔63	14602	14602	14602	14603	14602	14602
16677	六组队爬塔64	14605	14605	14605	14605	14605	14605
16678	六组队爬塔65	14606	14606	14606	14606	14606	14606
16679	六组队爬塔66	14607	14607	14607	14608	14607	14607
16680	六组队爬塔67	14610	14610	14610	14610	14610	14610
16681	六组队爬塔68	14611	14611	14611	14611	14611	14611
16682	六组队爬塔69	14612	14612	14612	14613	14612	14612
16683	六组队爬塔70	14615	14615	14615	14615	14615	14615
16684	六组队爬塔71	14616	14616	14616	14616	14616	14616
16685	六组队爬塔72	14617	14617	14617	14618	14617	14617
16686	六组队爬塔73	14620	14620	14620	14620	14620	14620
16687	六组队爬塔74	14621	14621	14621	14621	14621	14621
16688	六组队爬塔75	14622	14622	14622	14623	14622	14622
16689	六组队爬塔76	14625	14625	14625	14625	14625	14625
16690	六组队爬塔77	14626	14626	14626	14626	14626	14626
16691	六组队爬塔78	14627	14627	14627	14628	14627	14627
16692	六组队爬塔79	14630	14630	14630	14630	14630	14630
16693	六组队爬塔80	14631	14631	14631	14631	14631	14631
16694	六组队爬塔81	14632	14632	14632	14633	14632	14632
16695	六组队爬塔82	14635	14635	14635	14635	14635	14635
16696	六组队爬塔83	14636	14636	14636	14636	14636	14636
16697	六组队爬塔84	14637	14637	14637	14638	14637	14637
16698	六组队爬塔85	14640	14640	14640	14640	14640	14640
16699	六组队爬塔86	14641	14641	14641	14641	14641	14641
16700	六组队爬塔87	14642	14642	14642	14643	14642	14642
16701	六组队爬塔88	14645	14645	14645	14645	14645	14645
16702	六组队爬塔89	14646	14646	14646	14646	14646	14646
16703	六组队爬塔90	14647	14647	14647	14648	14647	14647
17000	英雄圣殿01	19000	19000	19000	19001	19000	19000
17001	英雄圣殿02	19002	19002	19002	19003	19002	19002
17002	英雄圣殿03	19004	19004	19004	19005	19004	19004
17003	英雄圣殿04	19006	19006	19006	19007	19006	19006
17004	英雄圣殿05	19008	19008	19008	19009	19008	19008
17005	英雄圣殿06	19010	19010	19010	19011	19010	19010
17006	英雄圣殿07	19012	19012	19012	19013	19012	19012
17007	英雄圣殿08	19014	19014	19014	19015	19014	19014
17008	英雄圣殿09	19016	19016	19016	19017	19016	19016
17009	英雄圣殿10	19018	19018	19018	19019	19018	19018
17010	英雄圣殿11	19020	19020	19020	19021	19020	19020
17011	英雄圣殿12	19022	19022	19022	19023	19022	19022
17012	英雄圣殿13	19024	19024	19024	19025	19024	19024
17013	英雄圣殿14	19026	19026	19026	19027	19026	19026
17014	英雄圣殿15	19028	19028	19028	19029	19028	19028
17015	英雄圣殿16	19030	19030	19030	19031	19030	19030
17016	死亡骑士				14305		
17017	圣域争霸守卫死亡骑士				19032		
17018	圣域争霸守卫死亡骑士				19033		
17019	圣域争霸守卫死亡骑士				19034		
17020	新龙骑试炼1	17024	17024	17025	17026	17024	17024
17021	新龙骑试炼2	17027	17027	17028	17029	17027	17027
17022	新龙骑试炼3	17030	17030	17031	17032	17030	17030
17023	新龙骑试炼4	17033	17033	17034	17035	17033	17033
17024	新龙骑试炼5	17036	17036	17037	17038	17036	17036
17025	新龙骑试炼6	17039	17039	17040	17041	17039	17039
17026	新龙骑试炼7	17042	17042	17043	17044	17042	17042
17027	新龙骑试炼8	17045	17045	17046	17047	17045	17045
17028	新龙骑试炼9	17048	17048	17049	17050	17048	17048
17029	新龙骑试炼10	17051	17051	17052	17053	17051	17051
17030	新龙骑试炼11	17054	17054	17055	17056	17054	17054
17031	新龙骑试炼12	17057	17057	17058	17059	17057	17057
17032	新龙骑试炼13	17060	17061	17062	17063	17060	17061
17100	英雄圣殿17	19035	19035	19035	19036	19035	19035
17101	英雄圣殿18	19037	19037	19037	19038	19037	19037
17102	英雄圣殿19	19039	19039	19039	19040	19039	19039
17103	英雄圣殿20	19041	19041	19041	19042	19041	19041
18000	虚空幻境1	21000	21000	21000	21000	21000	21000
18001	虚空幻境2	21001	21001	21001	21001	21001	21001
18002	虚空幻境3	21002	21002	21002	21003	21002	21002
18003	虚空幻境4	21005	21005	21005	21005	21005	21005
18004	虚空幻境5	21006	21006	21006	21006	21006	21006
18005	虚空幻境6	21007	21007	21007	21008	21007	21007
18006	虚空幻境7	21010	21010	21010	21010	21010	21010
18007	虚空幻境8	21011	21011	21011	21011	21011	21011
18008	虚空幻境9	21012	21012	21012	21013	21012	21012
18009	虚空幻境10	21015	21015	21015	21015	21015	21015
18010	虚空幻境11	21016	21016	21016	21016	21016	21016
18011	虚空幻境12	21017	21017	21017	21018	21017	21017
18012	虚空幻境13	21020	21020	21020	21020	21020	21020
18013	虚空幻境14	21021	21021	21021	21021	21021	21021
18014	虚空幻境15	21022	21022	21022	21023	21022	21022
18015	虚空幻境16	21025	21025	21025	21025	21025	21025
18016	虚空幻境17	21026	21026	21026	21026	21026	21026
18017	虚空幻境18	21027	21027	21027	21028	21027	21027
18018	虚空幻境19	21030	21030	21030	21030	21030	21030
18019	虚空幻境20	21031	21031	21031	21031	21031	21031
18020	虚空幻境21	21032	21032	21032	21033	21032	21032
18021	虚空幻境22	21035	21035	21035	21035	21035	21035
18022	虚空幻境23	21036	21036	21036	21036	21036	21036
18023	虚空幻境24	21037	21037	21037	21038	21037	21037
18024	虚空幻境25	21040	21040	21040	21040	21040	21040
18025	虚空幻境26	21041	21041	21041	21041	21041	21041
18026	虚空幻境27	21042	21042	21042	21043	21042	21042
18027	虚空幻境28	21045	21045	21045	21045	21045	21045
18028	虚空幻境29	21046	21046	21046	21046	21046	21046
18029	虚空幻境30	21047	21047	21047	21048	21047	21047
18030	虚空幻境31	21050	21050	21050	21050	21050	21050
18031	虚空幻境32	21051	21051	21051	21051	21051	21051
18032	虚空幻境33	21052	21052	21052	21053	21052	21052
18033	虚空幻境34	21055	21055	21055	21055	21055	21055
18034	虚空幻境35	21056	21056	21056	21056	21056	21056
18035	虚空幻境36	21057	21057	21057	21058	21057	21057
18036	虚空幻境37	21060	21060	21060	21060	21060	21060
18037	虚空幻境38	21061	21061	21061	21061	21061	21061
18038	虚空幻境39	21062	21062	21062	21063	21062	21062
18039	虚空幻境40	21065	21065	21065	21065	21065	21065
18040	虚空幻境41	21066	21066	21066	21066	21066	21066
18041	虚空幻境42	21067	21067	21067	21068	21067	21067
18042	虚空幻境43	21070	21070	21070	21070	21070	21070
18043	虚空幻境44	21071	21071	21071	21071	21071	21071
18044	虚空幻境45	21072	21072	21072	21073	21072	21072
18045	虚空幻境46	21075	21075	21075	21075	21075	21075
18046	虚空幻境47	21076	21076	21076	21076	21076	21076
18047	虚空幻境48	21077	21077	21077	21078	21077	21077
18048	虚空幻境49	21080	21080	21080	21080	21080	21080
18049	虚空幻境50	21081	21081	21081	21081	21081	21081
18050	虚空幻境51	21082	21082	21082	21083	21082	21082
18051	虚空幻境52	21085	21085	21085	21085	21085	21085
18052	虚空幻境53	21086	21086	21086	21086	21086	21086
18053	虚空幻境54	21087	21087	21087	21088	21087	21087
18054	虚空幻境55	21090	21090	21090	21090	21090	21090
18055	虚空幻境56	21091	21091	21091	21091	21091	21091
18056	虚空幻境57	21092	21092	21092	21093	21092	21092
18057	虚空幻境58	21095	21095	21095	21095	21095	21095
18058	虚空幻境59	21096	21096	21096	21096	21096	21096
18059	虚空幻境60	21097	21097	21097	21098	21097	21097
18060	虚空幻境61	21100	21100	21100	21100	21100	21100
18061	虚空幻境62	21101	21101	21101	21101	21101	21101
18062	虚空幻境63	21102	21102	21102	21103	21102	21102
18063	虚空幻境64	21105	21105	21105	21105	21105	21105
18064	虚空幻境65	21106	21106	21106	21106	21106	21106
18065	虚空幻境66	21107	21107	21107	21108	21107	21107
18066	虚空幻境67	21110	21110	21110	21110	21110	21110
18067	虚空幻境68	21111	21111	21111	21111	21111	21111
18068	虚空幻境69	21112	21112	21112	21113	21112	21112
18069	虚空幻境70	21115	21115	21115	21115	21115	21115
18070	虚空幻境71	21116	21116	21116	21116	21116	21116
18071	虚空幻境72	21117	21117	21117	21118	21117	21117
18072	虚空幻境73	21120	21120	21120	21120	21120	21120
18073	虚空幻境74	21121	21121	21121	21121	21121	21121
18074	虚空幻境75	21122	21122	21122	21123	21122	21122
18075	虚空幻境76	21125	21125	21125	21125	21125	21125
18076	虚空幻境77	21126	21126	21126	21126	21126	21126
18077	虚空幻境78	21127	21127	21127	21128	21127	21127
18078	虚空幻境79	21130	21130	21130	21130	21130	21130
18079	虚空幻境80	21131	21131	21131	21131	21131	21131
18080	虚空幻境81	21132	21132	21132	21133	21132	21132
18081	虚空幻境82	21135	21135	21135	21135	21135	21135
18082	虚空幻境83	21136	21136	21136	21136	21136	21136
18083	虚空幻境84	21137	21137	21137	21138	21137	21137
18084	虚空幻境85	21140	21140	21140	21140	21140	21140
18085	虚空幻境86	21141	21141	21141	21141	21141	21141
18086	虚空幻境87	21142	21142	21142	21143	21142	21142
18087	虚空幻境88	21145	21145	21145	21145	21145	21145
18088	虚空幻境89	21146	21146	21146	21146	21146	21146
18089	虚空幻境90	21147	21147	21147	21148	21147	21147
18090	绝对守护者				14306		
18091	白色羊驼				19053		
18092	魔龙				19054		
18093					19055		
18094	混沌神域第1章	22060	22060	22060	22000	22060	22060
18095	混沌神域第1章	22061	22061	22061	22001	22061	22061
18096	混沌神域第1章	22062	22062	22062	22002	22062	22062
18097	混沌神域第1章	22063		22063	22003	22063	
18098	混沌神域第1章	22064	22064	22064	22004	22064	22064
18099	混沌神域第1章	22065	22065	22065	22005	22065	22065
18100	混沌神域第1章	22066	22066	22066	22006	22066	22066
18101	混沌神域第1章	22067	22067	22067	22007	22067	22067
18102	混沌神域第1章	22068	22068	22068	22008	22068	22068
18103	混沌神域第1章	22069	22069	22069	22009	22069	22069
18104	混沌神域第1章	22070	22070	22070	22010	22070	22070
18105	混沌神域第1章	22071	22071	22071	22011	22071	22071
18106	混沌神域第2章	22072	22072	22072	22012	22072	22072
18107	混沌神域第2章	22073	22073	22073	22013	22073	22073
18108	混沌神域第2章	22074	22074	22074	22014	22074	22074
18109	混沌神域第2章	22075	22075	22075	22015	22075	22075
18110	混沌神域第2章	22076		22076	22016	22076	
18111	混沌神域第2章	22077	22077	22077	22017	22077	22077
18112	混沌神域第2章	22078	22078	22078	22018	22078	22078
18113	混沌神域第2章	22079	22079	22079	22019	22079	22079
18114	混沌神域第2章	22080	22080	22080	22020	22080	22080
18115	混沌神域第2章	22081	22081	22081	22021	22081	22081
18116	混沌神域第2章	22082	22082	22082	22022	22082	22082
18117	混沌神域第2章	22083	22083	22083	22023	22083	22083
18118	混沌神域第3章	22084	22084	22084	22024	22084	22084
18119	混沌神域第3章	22085	22085	22085	22025	22085	22085
18120	混沌神域第3章	22086	22086	22086	22026	22086	22086
18121	混沌神域第3章	22087	22087	22087	22027	22087	22087
18122	混沌神域第3章	22088		22088	22028	22088	
18123	混沌神域第3章	22089	22089	22089	22029	22089	22089
18124	混沌神域第3章	22090	22090	22090	22030	22090	22090
18125	混沌神域第3章	22091	22091	22091	22031	22091	22091
18126	混沌神域第3章	22092	22092	22092	22032	22092	22092
18127	混沌神域第3章	22093	22093	22093	22033	22093	22093
18128	混沌神域第3章	22094	22094	22094	22034	22094	22094
18129	混沌神域第3章	22095	22095	22095	22035	22095	22095
18130	混沌神域第4章	22096	22096	22096	22036	22096	22096
18131	混沌神域第4章	22097	22097	22097	22037	22097	22097
18132	混沌神域第4章	22098	22098	22098	22038	22098	22098
18133	混沌神域第4章	22099	22099	22099	22039	22099	22099
18134	混沌神域第4章	22100		22100	22040	22100	
18135	混沌神域第4章	22101	22101	22101	22041	22101	22101
18136	混沌神域第4章	22102	22102	22102	22042	22102	22102
18137	混沌神域第4章	22103	22103	22103	22043	22103	22103
18138	混沌神域第4章	22104	22104	22104	22044	22104	22104
18139	混沌神域第4章	22105	22105	22105	22045	22105	22105
18140	混沌神域第4章	22106	22106	22106	22046	22106	22106
18141	混沌神域第4章	22107	22107	22107	22047	22107	22107
18142	混沌神域第5章	22108	22108	22108	22048	22108	22108
18143	混沌神域第5章	22109	22109	22109	22049	22109	22109
18144	混沌神域第5章	22110	22110	22110	22050	22110	22110
18145	混沌神域第5章	22111	22111	22111	22051	22111	22111
18146	混沌神域第5章	22112		22112	22052	22112	
18147	混沌神域第5章	22113	22113	22113	22053	22113	22113
18148	混沌神域第5章	22114			22054	22114	
18149	混沌神域第5章	22115	22115	22115	22055	22115	22115
18150	混沌神域第5章	22116	22116	22116	22056	22116	22116
18151	混沌神域第5章	22117	22117	22117	22057	22117	22117
18152	混沌神域第5章	22118	22118	22118	22058	22118	22118
18153	混沌神域第5章	22119	22119	22119	22059	22119	22119
18154	虚空幻境91	21150	21150	21150	21150	21150	21150
18155	虚空幻境92	21151	21151	21151	21151	21151	21151
18156	虚空幻境93	21152	21152	21152	21153	21152	21152
18157	虚空幻境94	21155	21155	21155	21155	21155	21155
18158	虚空幻境95	21156	21156	21156	21156	21156	21156
18159	虚空幻境96	21157	21157	21157	21158	21157	21157
18160	虚空幻境97	21160	21160	21160	21160	21160	21160
18161	虚空幻境98	21161	21161	21161	21161	21161	21161
18162	虚空幻境99	21162	21162	21162	21163	21162	21162
18163	虚空幻境100	21165	21165	21165	21165	21165	21165
18164	虚空幻境101	21166	21166	21166	21166	21166	21166
18165	虚空幻境102	21167	21167	21167	21168	21167	21167
18166	虚空幻境103	21170	21170	21170	21170	21170	21170
18167	虚空幻境104	21171	21171	21171	21171	21171	21171
18168	虚空幻境105	21172	21172	21172	21173	21172	21172
18169	虚空幻境106	21175	21175	21175	21175	21175	21175
18170	虚空幻境107	21176	21176	21176	21176	21176	21176
18171	虚空幻境108	21177	21177	21177	21178	21177	21177
18172	虚空幻境109	21180	21180	21180	21180	21180	21180
18173	虚空幻境110	21181	21181	21181	21181	21181	21181
18174	虚空幻境111	21182	21182	21182	21183	21182	21182
18175	虚空幻境112	21185	21185	21185	21185	21185	21185
18176	虚空幻境113	21186	21186	21186	21186	21186	21186
18177	虚空幻境114	21187	21187	21187	21188	21187	21187
18178	虚空幻境115	21190	21190	21190	21190	21190	21190
18179	虚空幻境116	21191	21191	21191	21191	21191	21191
18180	虚空幻境117	21192	21192	21192	21193	21192	21192
18181	虚空幻境118	21195	21195	21195	21195	21195	21195
18182	虚空幻境119	21196	21196	21196	21196	21196	21196
18183	虚空幻境120	21197	21197	21197	21198	21197	21197
18184	虚空幻境121	21200	21200	21200	21200	21200	21200
18185	虚空幻境122	21201	21201	21201	21201	21201	21201
18186	虚空幻境123	21202	21202	21202	21203	21202	21202
18187	虚空幻境124	21205	21205	21205	21205	21205	21205
18188	虚空幻境125	21206	21206	21206	21206	21206	21206
18189	虚空幻境126	21207	21207	21207	21208	21207	21207
18190	虚空幻境127	21210	21210	21210	21210	21210	21210
18191	虚空幻境128	21211	21211	21211	21211	21211	21211
18192	虚空幻境129	21212	21212	21212	21213	21212	21212
18193	虚空幻境130	21215	21215	21215	21215	21215	21215
18194	虚空幻境131	21216	21216	21216	21216	21216	21216
18195	虚空幻境132	21217	21217	21217	21218	21217	21217
18196	虚空幻境133	21220	21220	21220	21220	21220	21220
18197	虚空幻境134	21221	21221	21221	21221	21221	21221
18198	虚空幻境135	21222	21222	21222	21223	21222	21222
18199	虚空幻境136	21225	21225	21225	21225	21225	21225
18200	虚空幻境137	21226	21226	21226	21226	21226	21226
18201	虚空幻境138	21227	21227	21227	21228	21227	21227
18202	虚空幻境139	21230	21230	21230	21230	21230	21230
18203	虚空幻境140	21231	21231	21231	21231	21231	21231
18204	虚空幻境141	21232	21232	21232	21233	21232	21232
18205	虚空幻境142	21235	21235	21235	21235	21235	21235
18206	虚空幻境143	21236	21236	21236	21236	21236	21236
18207	虚空幻境144	21237	21237	21237	21238	21237	21237
18208	虚空幻境145	21240	21240	21240	21240	21240	21240
18209	虚空幻境146	21241	21241	21241	21241	21241	21241
18210	虚空幻境147	21242	21242	21242	21243	21242	21242
18211	虚空幻境148	21245	21245	21245	21245	21245	21245
18212	虚空幻境149	21246	21246	21246	21246	21246	21246
18213	虚空幻境150	21247	21247	21247	21248	21247	21247
18214	狂暴羊驼				19056		
