rank	level	rewardItem
20	135	[(27481,2),(25686,60),(25665,30)]
1	136	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	136	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	136	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	136	[(27481,3),(25686,80),(25665,40)]
5	136	[(27481,3),(25686,80),(25665,40)]
6	136	[(27481,3),(25686,80),(25665,40)]
7	136	[(27481,3),(25686,80),(25665,40)]
8	136	[(27481,3),(25686,80),(25665,40)]
9	136	[(27481,3),(25686,80),(25665,40)]
10	136	[(27481,3),(25686,80),(25665,40)]
11	136	[(27481,2),(25686,60),(25665,30)]
12	136	[(27481,2),(25686,60),(25665,30)]
13	136	[(27481,2),(25686,60),(25665,30)]
14	136	[(27481,2),(25686,60),(25665,30)]
15	136	[(27481,2),(25686,60),(25665,30)]
16	136	[(27481,2),(25686,60),(25665,30)]
17	136	[(27481,2),(25686,60),(25665,30)]
18	136	[(27481,2),(25686,60),(25665,30)]
19	136	[(27481,2),(25686,60),(25665,30)]
20	136	[(27481,2),(25686,60),(25665,30)]
1	137	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	137	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	137	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	137	[(27481,3),(25686,80),(25665,40)]
5	137	[(27481,3),(25686,80),(25665,40)]
6	137	[(27481,3),(25686,80),(25665,40)]
7	137	[(27481,3),(25686,80),(25665,40)]
8	137	[(27481,3),(25686,80),(25665,40)]
9	137	[(27481,3),(25686,80),(25665,40)]
10	137	[(27481,3),(25686,80),(25665,40)]
11	137	[(27481,2),(25686,60),(25665,30)]
12	137	[(27481,2),(25686,60),(25665,30)]
13	137	[(27481,2),(25686,60),(25665,30)]
14	137	[(27481,2),(25686,60),(25665,30)]
15	137	[(27481,2),(25686,60),(25665,30)]
16	137	[(27481,2),(25686,60),(25665,30)]
17	137	[(27481,2),(25686,60),(25665,30)]
18	137	[(27481,2),(25686,60),(25665,30)]
19	137	[(27481,2),(25686,60),(25665,30)]
20	137	[(27481,2),(25686,60),(25665,30)]
1	138	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	138	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	138	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	138	[(27481,3),(25686,80),(25665,40)]
5	138	[(27481,3),(25686,80),(25665,40)]
6	138	[(27481,3),(25686,80),(25665,40)]
7	138	[(27481,3),(25686,80),(25665,40)]
8	138	[(27481,3),(25686,80),(25665,40)]
9	138	[(27481,3),(25686,80),(25665,40)]
10	138	[(27481,3),(25686,80),(25665,40)]
11	138	[(27481,2),(25686,60),(25665,30)]
12	138	[(27481,2),(25686,60),(25665,30)]
13	138	[(27481,2),(25686,60),(25665,30)]
14	138	[(27481,2),(25686,60),(25665,30)]
15	138	[(27481,2),(25686,60),(25665,30)]
16	138	[(27481,2),(25686,60),(25665,30)]
17	138	[(27481,2),(25686,60),(25665,30)]
18	138	[(27481,2),(25686,60),(25665,30)]
19	138	[(27481,2),(25686,60),(25665,30)]
20	138	[(27481,2),(25686,60),(25665,30)]
1	139	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	139	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	139	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	139	[(27481,3),(25686,80),(25665,40)]
5	139	[(27481,3),(25686,80),(25665,40)]
6	139	[(27481,3),(25686,80),(25665,40)]
7	139	[(27481,3),(25686,80),(25665,40)]
8	139	[(27481,3),(25686,80),(25665,40)]
9	139	[(27481,3),(25686,80),(25665,40)]
10	139	[(27481,3),(25686,80),(25665,40)]
11	139	[(27481,2),(25686,60),(25665,30)]
12	139	[(27481,2),(25686,60),(25665,30)]
13	139	[(27481,2),(25686,60),(25665,30)]
14	139	[(27481,2),(25686,60),(25665,30)]
15	139	[(27481,2),(25686,60),(25665,30)]
16	139	[(27481,2),(25686,60),(25665,30)]
17	139	[(27481,2),(25686,60),(25665,30)]
18	139	[(27481,2),(25686,60),(25665,30)]
19	139	[(27481,2),(25686,60),(25665,30)]
20	139	[(27481,2),(25686,60),(25665,30)]
1	140	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	140	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	140	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	140	[(27481,3),(26607,80),(27048,40)]
5	140	[(27481,3),(26607,80),(27048,40)]
6	140	[(27481,3),(26607,80),(27048,40)]
7	140	[(27481,3),(26607,80),(27048,40)]
8	140	[(27481,3),(26607,80),(27048,40)]
9	140	[(27481,3),(26607,80),(27048,40)]
10	140	[(27481,3),(26607,80),(27048,40)]
11	140	[(27481,2),(26607,60),(27048,30)]
12	140	[(27481,2),(26607,60),(27048,30)]
13	140	[(27481,2),(26607,60),(27048,30)]
14	140	[(27481,2),(26607,60),(27048,30)]
15	140	[(27481,2),(26607,60),(27048,30)]
16	140	[(27481,2),(26607,60),(27048,30)]
17	140	[(27481,2),(26607,60),(27048,30)]
18	140	[(27481,2),(26607,60),(27048,30)]
19	140	[(27481,2),(26607,60),(27048,30)]
20	140	[(27481,2),(26607,60),(27048,30)]
1	141	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	141	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	141	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	141	[(27481,3),(26607,80),(27048,40)]
5	141	[(27481,3),(26607,80),(27048,40)]
6	141	[(27481,3),(26607,80),(27048,40)]
7	141	[(27481,3),(26607,80),(27048,40)]
8	141	[(27481,3),(26607,80),(27048,40)]
9	141	[(27481,3),(26607,80),(27048,40)]
10	141	[(27481,3),(26607,80),(27048,40)]
11	141	[(27481,2),(26607,60),(27048,30)]
12	141	[(27481,2),(26607,60),(27048,30)]
13	141	[(27481,2),(26607,60),(27048,30)]
14	141	[(27481,2),(26607,60),(27048,30)]
15	141	[(27481,2),(26607,60),(27048,30)]
16	141	[(27481,2),(26607,60),(27048,30)]
17	141	[(27481,2),(26607,60),(27048,30)]
18	141	[(27481,2),(26607,60),(27048,30)]
19	141	[(27481,2),(26607,60),(27048,30)]
20	141	[(27481,2),(26607,60),(27048,30)]
1	142	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	142	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	142	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	142	[(27481,3),(26607,80),(27048,40)]
5	142	[(27481,3),(26607,80),(27048,40)]
6	142	[(27481,3),(26607,80),(27048,40)]
7	142	[(27481,3),(26607,80),(27048,40)]
8	142	[(27481,3),(26607,80),(27048,40)]
9	142	[(27481,3),(26607,80),(27048,40)]
10	142	[(27481,3),(26607,80),(27048,40)]
11	142	[(27481,2),(26607,60),(27048,30)]
12	142	[(27481,2),(26607,60),(27048,30)]
13	142	[(27481,2),(26607,60),(27048,30)]
14	142	[(27481,2),(26607,60),(27048,30)]
15	142	[(27481,2),(26607,60),(27048,30)]
16	142	[(27481,2),(26607,60),(27048,30)]
17	142	[(27481,2),(26607,60),(27048,30)]
18	142	[(27481,2),(26607,60),(27048,30)]
19	142	[(27481,2),(26607,60),(27048,30)]
20	142	[(27481,2),(26607,60),(27048,30)]
1	143	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	143	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	143	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	143	[(27481,3),(26607,80),(27048,40)]
5	143	[(27481,3),(26607,80),(27048,40)]
6	143	[(27481,3),(26607,80),(27048,40)]
7	143	[(27481,3),(26607,80),(27048,40)]
8	143	[(27481,3),(26607,80),(27048,40)]
9	143	[(27481,3),(26607,80),(27048,40)]
10	143	[(27481,3),(26607,80),(27048,40)]
11	143	[(27481,2),(26607,60),(27048,30)]
12	143	[(27481,2),(26607,60),(27048,30)]
13	143	[(27481,2),(26607,60),(27048,30)]
14	143	[(27481,2),(26607,60),(27048,30)]
15	143	[(27481,2),(26607,60),(27048,30)]
16	143	[(27481,2),(26607,60),(27048,30)]
17	143	[(27481,2),(26607,60),(27048,30)]
18	143	[(27481,2),(26607,60),(27048,30)]
19	143	[(27481,2),(26607,60),(27048,30)]
20	143	[(27481,2),(26607,60),(27048,30)]
1	144	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	144	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	144	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	144	[(27481,3),(26607,80),(27048,40)]
5	144	[(27481,3),(26607,80),(27048,40)]
6	144	[(27481,3),(26607,80),(27048,40)]
7	144	[(27481,3),(26607,80),(27048,40)]
8	144	[(27481,3),(26607,80),(27048,40)]
9	144	[(27481,3),(26607,80),(27048,40)]
10	144	[(27481,3),(26607,80),(27048,40)]
11	144	[(27481,2),(26607,60),(27048,30)]
12	144	[(27481,2),(26607,60),(27048,30)]
13	144	[(27481,2),(26607,60),(27048,30)]
14	144	[(27481,2),(26607,60),(27048,30)]
15	144	[(27481,2),(26607,60),(27048,30)]
16	144	[(27481,2),(26607,60),(27048,30)]
17	144	[(27481,2),(26607,60),(27048,30)]
18	144	[(27481,2),(26607,60),(27048,30)]
19	144	[(27481,2),(26607,60),(27048,30)]
20	144	[(27481,2),(26607,60),(27048,30)]
1	145	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	145	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	145	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	145	[(27481,3),(26607,80),(27048,40)]
5	145	[(27481,3),(26607,80),(27048,40)]
6	145	[(27481,3),(26607,80),(27048,40)]
7	145	[(27481,3),(26607,80),(27048,40)]
8	145	[(27481,3),(26607,80),(27048,40)]
9	145	[(27481,3),(26607,80),(27048,40)]
10	145	[(27481,3),(26607,80),(27048,40)]
11	145	[(27481,2),(26607,60),(27048,30)]
12	145	[(27481,2),(26607,60),(27048,30)]
13	145	[(27481,2),(26607,60),(27048,30)]
14	145	[(27481,2),(26607,60),(27048,30)]
15	145	[(27481,2),(26607,60),(27048,30)]
16	145	[(27481,2),(26607,60),(27048,30)]
17	145	[(27481,2),(26607,60),(27048,30)]
18	145	[(27481,2),(26607,60),(27048,30)]
19	145	[(27481,2),(26607,60),(27048,30)]
20	145	[(27481,2),(26607,60),(27048,30)]
1	146	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	146	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	146	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	146	[(27481,3),(26607,80),(27048,40)]
5	146	[(27481,3),(26607,80),(27048,40)]
6	146	[(27481,3),(26607,80),(27048,40)]
7	146	[(27481,3),(26607,80),(27048,40)]
8	146	[(27481,3),(26607,80),(27048,40)]
9	146	[(27481,3),(26607,80),(27048,40)]
10	146	[(27481,3),(26607,80),(27048,40)]
11	146	[(27481,2),(26607,60),(27048,30)]
12	146	[(27481,2),(26607,60),(27048,30)]
13	146	[(27481,2),(26607,60),(27048,30)]
14	146	[(27481,2),(26607,60),(27048,30)]
15	146	[(27481,2),(26607,60),(27048,30)]
16	146	[(27481,2),(26607,60),(27048,30)]
17	146	[(27481,2),(26607,60),(27048,30)]
18	146	[(27481,2),(26607,60),(27048,30)]
19	146	[(27481,2),(26607,60),(27048,30)]
20	146	[(27481,2),(26607,60),(27048,30)]
1	147	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	147	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	147	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	147	[(27481,3),(26607,80),(27048,40)]
5	147	[(27481,3),(26607,80),(27048,40)]
6	147	[(27481,3),(26607,80),(27048,40)]
7	147	[(27481,3),(26607,80),(27048,40)]
8	147	[(27481,3),(26607,80),(27048,40)]
9	147	[(27481,3),(26607,80),(27048,40)]
10	147	[(27481,3),(26607,80),(27048,40)]
11	147	[(27481,2),(26607,60),(27048,30)]
12	147	[(27481,2),(26607,60),(27048,30)]
13	147	[(27481,2),(26607,60),(27048,30)]
14	147	[(27481,2),(26607,60),(27048,30)]
15	147	[(27481,2),(26607,60),(27048,30)]
16	147	[(27481,2),(26607,60),(27048,30)]
17	147	[(27481,2),(26607,60),(27048,30)]
18	147	[(27481,2),(26607,60),(27048,30)]
19	147	[(27481,2),(26607,60),(27048,30)]
20	147	[(27481,2),(26607,60),(27048,30)]
1	148	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	148	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	148	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	148	[(27481,3),(26607,80),(27048,40)]
5	148	[(27481,3),(26607,80),(27048,40)]
6	148	[(27481,3),(26607,80),(27048,40)]
7	148	[(27481,3),(26607,80),(27048,40)]
8	148	[(27481,3),(26607,80),(27048,40)]
9	148	[(27481,3),(26607,80),(27048,40)]
10	148	[(27481,3),(26607,80),(27048,40)]
11	148	[(27481,2),(26607,60),(27048,30)]
12	148	[(27481,2),(26607,60),(27048,30)]
13	148	[(27481,2),(26607,60),(27048,30)]
14	148	[(27481,2),(26607,60),(27048,30)]
15	148	[(27481,2),(26607,60),(27048,30)]
16	148	[(27481,2),(26607,60),(27048,30)]
17	148	[(27481,2),(26607,60),(27048,30)]
18	148	[(27481,2),(26607,60),(27048,30)]
19	148	[(27481,2),(26607,60),(27048,30)]
20	148	[(27481,2),(26607,60),(27048,30)]
1	149	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	149	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	149	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	149	[(27481,3),(26607,80),(27048,40)]
5	149	[(27481,3),(26607,80),(27048,40)]
6	149	[(27481,3),(26607,80),(27048,40)]
7	149	[(27481,3),(26607,80),(27048,40)]
8	149	[(27481,3),(26607,80),(27048,40)]
9	149	[(27481,3),(26607,80),(27048,40)]
10	149	[(27481,3),(26607,80),(27048,40)]
11	149	[(27481,2),(26607,60),(27048,30)]
12	149	[(27481,2),(26607,60),(27048,30)]
13	149	[(27481,2),(26607,60),(27048,30)]
14	149	[(27481,2),(26607,60),(27048,30)]
15	149	[(27481,2),(26607,60),(27048,30)]
16	149	[(27481,2),(26607,60),(27048,30)]
17	149	[(27481,2),(26607,60),(27048,30)]
18	149	[(27481,2),(26607,60),(27048,30)]
19	149	[(27481,2),(26607,60),(27048,30)]
20	149	[(27481,2),(26607,60),(27048,30)]
1	150	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	150	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	150	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	150	[(27481,3),(26607,80),(27048,40)]
5	150	[(27481,3),(26607,80),(27048,40)]
6	150	[(27481,3),(26607,80),(27048,40)]
7	150	[(27481,3),(26607,80),(27048,40)]
8	150	[(27481,3),(26607,80),(27048,40)]
9	150	[(27481,3),(26607,80),(27048,40)]
10	150	[(27481,3),(26607,80),(27048,40)]
11	150	[(27481,2),(26607,60),(27048,30)]
12	150	[(27481,2),(26607,60),(27048,30)]
13	150	[(27481,2),(26607,60),(27048,30)]
14	150	[(27481,2),(26607,60),(27048,30)]
15	150	[(27481,2),(26607,60),(27048,30)]
16	150	[(27481,2),(26607,60),(27048,30)]
17	150	[(27481,2),(26607,60),(27048,30)]
18	150	[(27481,2),(26607,60),(27048,30)]
19	150	[(27481,2),(26607,60),(27048,30)]
20	150	[(27481,2),(26607,60),(27048,30)]
1	151	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	151	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	151	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	151	[(27481,3),(26607,80),(27048,40)]
5	151	[(27481,3),(26607,80),(27048,40)]
6	151	[(27481,3),(26607,80),(27048,40)]
7	151	[(27481,3),(26607,80),(27048,40)]
8	151	[(27481,3),(26607,80),(27048,40)]
9	151	[(27481,3),(26607,80),(27048,40)]
10	151	[(27481,3),(26607,80),(27048,40)]
11	151	[(27481,2),(26607,60),(27048,30)]
12	151	[(27481,2),(26607,60),(27048,30)]
13	151	[(27481,2),(26607,60),(27048,30)]
14	151	[(27481,2),(26607,60),(27048,30)]
15	151	[(27481,2),(26607,60),(27048,30)]
16	151	[(27481,2),(26607,60),(27048,30)]
17	151	[(27481,2),(26607,60),(27048,30)]
18	151	[(27481,2),(26607,60),(27048,30)]
19	151	[(27481,2),(26607,60),(27048,30)]
20	151	[(27481,2),(26607,60),(27048,30)]
1	152	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	152	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	152	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	152	[(27481,3),(26607,80),(27048,40)]
5	152	[(27481,3),(26607,80),(27048,40)]
6	152	[(27481,3),(26607,80),(27048,40)]
7	152	[(27481,3),(26607,80),(27048,40)]
8	152	[(27481,3),(26607,80),(27048,40)]
9	152	[(27481,3),(26607,80),(27048,40)]
10	152	[(27481,3),(26607,80),(27048,40)]
11	152	[(27481,2),(26607,60),(27048,30)]
12	152	[(27481,2),(26607,60),(27048,30)]
13	152	[(27481,2),(26607,60),(27048,30)]
14	152	[(27481,2),(26607,60),(27048,30)]
15	152	[(27481,2),(26607,60),(27048,30)]
16	152	[(27481,2),(26607,60),(27048,30)]
17	152	[(27481,2),(26607,60),(27048,30)]
18	152	[(27481,2),(26607,60),(27048,30)]
19	152	[(27481,2),(26607,60),(27048,30)]
20	152	[(27481,2),(26607,60),(27048,30)]
1	153	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	153	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	153	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	153	[(27481,3),(26607,80),(27048,40)]
5	153	[(27481,3),(26607,80),(27048,40)]
6	153	[(27481,3),(26607,80),(27048,40)]
7	153	[(27481,3),(26607,80),(27048,40)]
8	153	[(27481,3),(26607,80),(27048,40)]
9	153	[(27481,3),(26607,80),(27048,40)]
10	153	[(27481,3),(26607,80),(27048,40)]
11	153	[(27481,2),(26607,60),(27048,30)]
12	153	[(27481,2),(26607,60),(27048,30)]
13	153	[(27481,2),(26607,60),(27048,30)]
14	153	[(27481,2),(26607,60),(27048,30)]
15	153	[(27481,2),(26607,60),(27048,30)]
16	153	[(27481,2),(26607,60),(27048,30)]
17	153	[(27481,2),(26607,60),(27048,30)]
18	153	[(27481,2),(26607,60),(27048,30)]
19	153	[(27481,2),(26607,60),(27048,30)]
20	153	[(27481,2),(26607,60),(27048,30)]
1	154	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	154	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	154	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	154	[(27481,3),(26607,80),(27048,40)]
5	154	[(27481,3),(26607,80),(27048,40)]
6	154	[(27481,3),(26607,80),(27048,40)]
7	154	[(27481,3),(26607,80),(27048,40)]
8	154	[(27481,3),(26607,80),(27048,40)]
9	154	[(27481,3),(26607,80),(27048,40)]
10	154	[(27481,3),(26607,80),(27048,40)]
11	154	[(27481,2),(26607,60),(27048,30)]
12	154	[(27481,2),(26607,60),(27048,30)]
13	154	[(27481,2),(26607,60),(27048,30)]
14	154	[(27481,2),(26607,60),(27048,30)]
15	154	[(27481,2),(26607,60),(27048,30)]
16	154	[(27481,2),(26607,60),(27048,30)]
17	154	[(27481,2),(26607,60),(27048,30)]
18	154	[(27481,2),(26607,60),(27048,30)]
19	154	[(27481,2),(26607,60),(27048,30)]
20	154	[(27481,2),(26607,60),(27048,30)]
1	155	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	155	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	155	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	155	[(27481,3),(26607,80),(27048,40)]
5	155	[(27481,3),(26607,80),(27048,40)]
6	155	[(27481,3),(26607,80),(27048,40)]
7	155	[(27481,3),(26607,80),(27048,40)]
8	155	[(27481,3),(26607,80),(27048,40)]
9	155	[(27481,3),(26607,80),(27048,40)]
10	155	[(27481,3),(26607,80),(27048,40)]
11	155	[(27481,2),(26607,60),(27048,30)]
12	155	[(27481,2),(26607,60),(27048,30)]
13	155	[(27481,2),(26607,60),(27048,30)]
14	155	[(27481,2),(26607,60),(27048,30)]
15	155	[(27481,2),(26607,60),(27048,30)]
16	155	[(27481,2),(26607,60),(27048,30)]
17	155	[(27481,2),(26607,60),(27048,30)]
18	155	[(27481,2),(26607,60),(27048,30)]
19	155	[(27481,2),(26607,60),(27048,30)]
20	155	[(27481,2),(26607,60),(27048,30)]
1	156	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	156	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	156	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	156	[(27481,3),(26607,80),(27048,40)]
5	156	[(27481,3),(26607,80),(27048,40)]
6	156	[(27481,3),(26607,80),(27048,40)]
7	156	[(27481,3),(26607,80),(27048,40)]
8	156	[(27481,3),(26607,80),(27048,40)]
9	156	[(27481,3),(26607,80),(27048,40)]
10	156	[(27481,3),(26607,80),(27048,40)]
11	156	[(27481,2),(26607,60),(27048,30)]
12	156	[(27481,2),(26607,60),(27048,30)]
13	156	[(27481,2),(26607,60),(27048,30)]
14	156	[(27481,2),(26607,60),(27048,30)]
15	156	[(27481,2),(26607,60),(27048,30)]
16	156	[(27481,2),(26607,60),(27048,30)]
17	156	[(27481,2),(26607,60),(27048,30)]
18	156	[(27481,2),(26607,60),(27048,30)]
19	156	[(27481,2),(26607,60),(27048,30)]
20	156	[(27481,2),(26607,60),(27048,30)]
1	157	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	157	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	157	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	157	[(27481,3),(26607,80),(27048,40)]
5	157	[(27481,3),(26607,80),(27048,40)]
6	157	[(27481,3),(26607,80),(27048,40)]
7	157	[(27481,3),(26607,80),(27048,40)]
8	157	[(27481,3),(26607,80),(27048,40)]
9	157	[(27481,3),(26607,80),(27048,40)]
10	157	[(27481,3),(26607,80),(27048,40)]
11	157	[(27481,2),(26607,60),(27048,30)]
12	157	[(27481,2),(26607,60),(27048,30)]
13	157	[(27481,2),(26607,60),(27048,30)]
14	157	[(27481,2),(26607,60),(27048,30)]
15	157	[(27481,2),(26607,60),(27048,30)]
16	157	[(27481,2),(26607,60),(27048,30)]
17	157	[(27481,2),(26607,60),(27048,30)]
18	157	[(27481,2),(26607,60),(27048,30)]
19	157	[(27481,2),(26607,60),(27048,30)]
20	157	[(27481,2),(26607,60),(27048,30)]
1	158	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	158	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	158	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	158	[(27481,3),(26607,80),(27048,40)]
5	158	[(27481,3),(26607,80),(27048,40)]
6	158	[(27481,3),(26607,80),(27048,40)]
7	158	[(27481,3),(26607,80),(27048,40)]
8	158	[(27481,3),(26607,80),(27048,40)]
9	158	[(27481,3),(26607,80),(27048,40)]
10	158	[(27481,3),(26607,80),(27048,40)]
11	158	[(27481,2),(26607,60),(27048,30)]
12	158	[(27481,2),(26607,60),(27048,30)]
13	158	[(27481,2),(26607,60),(27048,30)]
14	158	[(27481,2),(26607,60),(27048,30)]
15	158	[(27481,2),(26607,60),(27048,30)]
16	158	[(27481,2),(26607,60),(27048,30)]
17	158	[(27481,2),(26607,60),(27048,30)]
18	158	[(27481,2),(26607,60),(27048,30)]
19	158	[(27481,2),(26607,60),(27048,30)]
20	158	[(27481,2),(26607,60),(27048,30)]
1	159	[(27481,5),(27482,1),(26607,200),(27048,100)]
2	159	[(27481,4),(27482,1),(26607,150),(27048,75)]
3	159	[(27481,3),(27482,1),(26607,100),(27048,50)]
4	159	[(27481,3),(26607,80),(27048,40)]
5	159	[(27481,3),(26607,80),(27048,40)]
6	159	[(27481,3),(26607,80),(27048,40)]
7	159	[(27481,3),(26607,80),(27048,40)]
8	159	[(27481,3),(26607,80),(27048,40)]
9	159	[(27481,3),(26607,80),(27048,40)]
10	159	[(27481,3),(26607,80),(27048,40)]
11	159	[(27481,2),(26607,60),(27048,30)]
12	159	[(27481,2),(26607,60),(27048,30)]
13	159	[(27481,2),(26607,60),(27048,30)]
14	159	[(27481,2),(26607,60),(27048,30)]
15	159	[(27481,2),(26607,60),(27048,30)]
16	159	[(27481,2),(26607,60),(27048,30)]
17	159	[(27481,2),(26607,60),(27048,30)]
18	159	[(27481,2),(26607,60),(27048,30)]
19	159	[(27481,2),(26607,60),(27048,30)]
20	159	[(27481,2),(26607,60),(27048,30)]
1	160	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	160	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	160	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	160	[(27481,3),(27066,80),(27904,40)]
5	160	[(27481,3),(27066,80),(27904,40)]
6	160	[(27481,3),(27066,80),(27904,40)]
7	160	[(27481,3),(27066,80),(27904,40)]
8	160	[(27481,3),(27066,80),(27904,40)]
9	160	[(27481,3),(27066,80),(27904,40)]
10	160	[(27481,3),(27066,80),(27904,40)]
11	160	[(27481,2),(27066,60),(27904,30)]
12	160	[(27481,2),(27066,60),(27904,30)]
13	160	[(27481,2),(27066,60),(27904,30)]
14	160	[(27481,2),(27066,60),(27904,30)]
15	160	[(27481,2),(27066,60),(27904,30)]
16	160	[(27481,2),(27066,60),(27904,30)]
17	160	[(27481,2),(27066,60),(27904,30)]
18	160	[(27481,2),(27066,60),(27904,30)]
19	160	[(27481,2),(27066,60),(27904,30)]
20	160	[(27481,2),(27066,60),(27904,30)]
1	161	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	161	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	161	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	161	[(27481,3),(27066,80),(27904,40)]
5	161	[(27481,3),(27066,80),(27904,40)]
6	161	[(27481,3),(27066,80),(27904,40)]
7	161	[(27481,3),(27066,80),(27904,40)]
8	161	[(27481,3),(27066,80),(27904,40)]
9	161	[(27481,3),(27066,80),(27904,40)]
10	161	[(27481,3),(27066,80),(27904,40)]
11	161	[(27481,2),(27066,60),(27904,30)]
12	161	[(27481,2),(27066,60),(27904,30)]
13	161	[(27481,2),(27066,60),(27904,30)]
14	161	[(27481,2),(27066,60),(27904,30)]
15	161	[(27481,2),(27066,60),(27904,30)]
16	161	[(27481,2),(27066,60),(27904,30)]
17	161	[(27481,2),(27066,60),(27904,30)]
18	161	[(27481,2),(27066,60),(27904,30)]
19	161	[(27481,2),(27066,60),(27904,30)]
20	161	[(27481,2),(27066,60),(27904,30)]
1	162	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	162	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	162	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	162	[(27481,3),(27066,80),(27904,40)]
5	162	[(27481,3),(27066,80),(27904,40)]
6	162	[(27481,3),(27066,80),(27904,40)]
7	162	[(27481,3),(27066,80),(27904,40)]
8	162	[(27481,3),(27066,80),(27904,40)]
9	162	[(27481,3),(27066,80),(27904,40)]
10	162	[(27481,3),(27066,80),(27904,40)]
11	162	[(27481,2),(27066,60),(27904,30)]
12	162	[(27481,2),(27066,60),(27904,30)]
13	162	[(27481,2),(27066,60),(27904,30)]
14	162	[(27481,2),(27066,60),(27904,30)]
15	162	[(27481,2),(27066,60),(27904,30)]
16	162	[(27481,2),(27066,60),(27904,30)]
17	162	[(27481,2),(27066,60),(27904,30)]
18	162	[(27481,2),(27066,60),(27904,30)]
19	162	[(27481,2),(27066,60),(27904,30)]
