module_variable_name	source_text	target_text	need_translate	
Common.Other.GlobalPrompt.Item_Use_Tips_7	使用成功 #H 获得了：#H#t(#K(sTT,%s,%s))	Opened #H Received: #H#t(#K(sTT,%s,%s))	0	
Common.Other.GlobalPrompt.JJC_FAILURE_MSG	#C(#00FF00)%s#n挑战了你，你#C(#FF0000)失败#n了，排名跌至#C(#0DF6FF)%s第%s名#n	#C(#00FF00)%s#n challenged you and you #C(#FF0000)lost#n. Your ranking dropped to #C(#0DF6FF)%sNo.%s#n.	0	
Common.Other.GlobalPrompt.JJC_FIRST_HEARSAY	#C(#66FF00)%s#n#C(#FFFF00)战胜了#n#C(#66FF00)%s#n，#C(#FFFF00)获得了英雄竞技第一名，名震天下#n	#C(#66FF00)%s#n#C(#FFFF00) defeated #n#C(#66FF00)%s#n, #C(#FFFF00) and is now Top 1 in the Arena.#n	0	
Common.Other.GlobalPrompt.JJC_SUCCESS_MSG	#C(#00FF00)%s#n挑战了你，你获胜了，排名不变	#C(#00FF00)%s#n challenged you and you won. Your ranking remains.	0	
Common.Other.GlobalPrompt.JTCheersEnd	喝彩已结束	The Cheer event is over.	0	
Common.Other.GlobalPrompt.JTCheersMail_Content	感谢您积极参与跨服争霸赛巅峰喝彩活动，你的热情大大激励了各大战队的士气，希望再接再厉，您在本次活动中获得了巅峰喝彩奖励%s神石，可喜可贺啊！	Thank you for participating the Cross-server Teams’ Inspiring Cheers event. You received %s Balens. Congratulations!	0	
Common.Other.GlobalPrompt.JTCheersMail_Sender	系统	System	0	
Common.Other.GlobalPrompt.JTCheersMail_Title	巅峰喝彩奖励	Inspiring Cheers Rewards	0	
Common.Other.GlobalPrompt.JTCheersOneSuc	喝彩一次成功	Cheered once!	0	
Common.Other.GlobalPrompt.JTCheersRespOneSuc	回应一次成功	Thanked once!	0	
Common.Other.GlobalPrompt.JTCheersRespTenSuc	回应十次成功	Cheered ten times!	0	
Common.Other.GlobalPrompt.JTCheersTenSuc	喝彩十次成功	Thanked ten times!	0	
Common.Other.GlobalPrompt.JTCrystalInlayOk	镶嵌成功	Socketed	0	
Common.Other.GlobalPrompt.JTCrystalUpLevelOk	升级成功	Upgraded	0	
Common.Other.GlobalPrompt.JTItemLackOf	道具不足 	Not enough items! 	0	
Common.Other.GlobalPrompt.JTKickContent	您已经被%s战队请离出战队，您失去了该战队的战队积分和段位，要继续参加跨服组队竞技需要重新加入/创建新的战队。	You’ve been kicked out of the %s Team and lost the Team’s Points and Grade. If you want to take part in the Cross-server Party Arena, you must join or create a new team.	0	
Common.Other.GlobalPrompt.JTKickTitle	您已经被队长请离出战队	You’ve been kicked out of the team.	0	
Common.Other.GlobalPrompt.JTSealingOk_1	封印成功，封印等级提升至 %s级	Engraved successfully. Soul Engraving reached lvl %s.	0	
Common.Other.GlobalPrompt.JTSealingOk_2	封印成功	Engraved successfully!	0	
Common.Other.GlobalPrompt.JT_100Content	您所在的战队由于强大的实力被所有人认可，获得了本届跨服争霸赛%s战区的参赛资格，32强选拔赛将于星期一21:55分开始，请准时参加，比赛必须战队3人同时在比赛场景中才能进行。	Your Team is qualified for the Cross-server Teams Top 32 Selection (%s Class). It will begin at 21:55 on Monday. Don’t forget to join the competition in time with the other two teammates!	0	
Common.Other.GlobalPrompt.JT_100Sender	系统	System	0	
Common.Other.GlobalPrompt.JT_100Title	跨服争霸赛参赛资格	Qualification for the Cross-server Teams	0	
Common.Other.GlobalPrompt.JT_16Content	恭喜您所在的战队在32强淘汰赛中脱颖而出，成功晋级跨服争霸%s战区16强淘汰赛，比赛将于星期二22:25分开始，请准时参加，比赛必须战队3人同时在比赛场景中才能进行，错过了的比赛场次当弃权处理，请准时参加！	Congratulations! Your team can take part in the Cross-server Competition Top 8 Selection (%s Class). It will begin at 22:25 on Tuesday. Don’t forget to join the competition on time with your other two teammates! Players who aren’t on time will lose their qualification automatically.	0	
Common.Other.GlobalPrompt.JT_16RoundMsg	#C(#E87D22)【32强淘汰赛】#n#C(#FF0000)第%s场#n#C(#00FF00)比赛正在激烈进行，让我们一起为各位参赛选手进行喝彩吧！	#C(#E87D22)[Top 16 Selection]#n#C(#FF0000)Round %s #n#C(#00FF00)is taking plase! Let’s cheer them!	0	
Common.Other.GlobalPrompt.JT_16Sender	系统	System	0	
Common.Other.GlobalPrompt.JT_16Title	16强淘汰赛参赛资格	Top 8 Selection Qualification	0	
Common.Other.GlobalPrompt.JT_1RoundMsg	#C(#E87D22)【总决赛】#n#C(#FF0000)第%s场#n#C(#00FF00)比赛正在激烈进行，冠亚季军的争夺非常激烈，这是王者对战的风范啊，让我们期待即将诞生的至强战队吧！	#C(#E87D22)[Finals]#n#C(#FF0000) Round %s #n#C(#00FF00)is taking place! This is a very fierce competition! Who will be the top team?	0	
Common.Other.GlobalPrompt.JT_32Content	恭喜您所在的战队在选拔赛中脱颖而出，成功晋级跨服争霸%s战区32强淘汰赛，比赛将于星期二21:55分开始，请准时参加，比赛必须战队3人同时在比赛场景中才能进行，错过了的比赛场次当弃权处理，请准时参加！	Congratulations! Your team can take part in the Cross-server Teams Top 16 Selection (%s Class). It will begin at 21:55 on Tuesday. Don’t forget to join the competition on time with your other two teammates! Players who aren’t on time will lose their qualification automatically.	0	
Common.Other.GlobalPrompt.JT_32RoundMsg	#C(#E87D22)【32强选拔赛】#n#C(#FF0000)第%s场#n#C(#00FF00)比赛正在激烈进行，让我们一起为各位参赛选手进行喝彩吧！	#C(#E87D22)[Top 32 Selection]#n#C(#FF0000)Round %s #n#C(#00FF00)is taking place! Let’s cheer them!	0	
Common.Other.GlobalPrompt.JT_32Sender	系统	System	0	
Common.Other.GlobalPrompt.JT_32Title	32强淘汰赛参赛资格	Top 16 Selection Qualification 	0	
Common.Other.GlobalPrompt.JT_4Content	恭喜您所在的战队在8强淘汰赛中脱颖而出，成功晋级跨服争霸%s战区总决赛赛，比赛将于星期四21:55分开始，请准时参加，比赛必须战队3人同时在比赛场景中才能进行，错过了的比赛场次当弃权处理，请准时参加！	Congratulations! Your team can take part in the Cross-server Teams Finals (%s Class). It will begin at 21:55 on Thursday. Don’t forget to join the competition on time with your other two teammates! Players who aren’t on time will lose their qualification automatically.	0	
Common.Other.GlobalPrompt.JT_4RoundMsg	#C(#E87D22)【8强淘汰赛】#n#C(#FF0000)第%s场#n#C(#00FF00)比赛正在激烈进行，让我们一起为各位参赛选手进行喝彩吧！	#C(#E87D22)[Top 4 Selection]#n#C(#FF0000)Round %s #n#C(#00FF00)is taking place! Let’s cheer them!	0	
Common.Other.GlobalPrompt.JT_4Sender	系统	System	0	
Common.Other.GlobalPrompt.JT_4Title	总决赛参赛资格	Finals Qualification	0	
Common.Other.GlobalPrompt.JT_8Content	恭喜您所在的战队在16强淘汰赛中脱颖而出，成功晋级跨服争霸%s战区8强淘汰赛，比赛将于星期三21:55分开始，请准时参加，比赛必须战队3人同时在比赛场景中才能进行，错过了的比赛场次当弃权处理，请准时参加！	Congratulations! Your team can take part in the Cross-server Teams Top 4 Selection (%s Class). It will begin at 21:55 on Wednesday. Don’t forget to join the competition on time with your other two teammates! Players who aren’t on time will lose their qualification automatically.	0	
Common.Other.GlobalPrompt.JT_8RoundMsg	#C(#E87D22)【16强淘汰赛】#n#C(#FF0000)第%s场#n#C(#00FF00)比赛正在激烈进行，让我们一起为各位参赛选手进行喝彩吧！	#C(#E87D22)[Top 8 Selection]#n#C(#FF0000)Round %s #n#C(#00FF00)is taking place! Let’s cheer them!	0	
Common.Other.GlobalPrompt.JT_8Sender	系统	System	0	
Common.Other.GlobalPrompt.JT_8Title	8强淘汰赛参赛资格	Top 4 Selection Qualification	0	
Common.Other.GlobalPrompt.JT_ActiveMedalOkay	激活成功	Activated!	0	
Common.Other.GlobalPrompt.JT_CanNotDo	当前时间暂时不能进行战队操作	You cannot change your team formation now.	0	
Common.Other.GlobalPrompt.JT_ChangeInfo	成功修改战队资料	Team Formation Modified	0	
Common.Other.GlobalPrompt.JT_Chuji	初级	Primary	0	
Common.Other.GlobalPrompt.JT_Dianfeng	巅峰	Advanced	0	
Common.Other.GlobalPrompt.JT_EndFight1	#C(#E87D22)【跨服争霸赛】“32强选拔赛”#n#C(#00FF00)比赛已经全部结束，获得晋级资格的玩家请准时参加明天的比赛！	#C(#E87D22)[Cross-server Teams] The Top 32 Selection #n#C(#00FF00) is over. Qualified players please be on time!	0	
Common.Other.GlobalPrompt.JT_EndFight2	#C(#E87D22)【跨服争霸赛】“32强淘汰赛”#n”#C(#00FF00)比赛已经全部结束，获得晋级资格的玩家请准时参加即将开始的#C(#E87D22)“16强淘汰赛”#n！	#C(#E87D22)[Cross-server Teams] The Top 16 Selection #n”#C(#00FF00) is over. Qualified players please be on time for the #C(#E87D22)Top 8 Selection!#n	0	
Common.Other.GlobalPrompt.JT_EndFight3	#C(#E87D22)【跨服争霸赛】“16强淘汰赛”#n”#C(#00FF00)比赛已经全部结束，获得晋级资格的玩家请准时参加明天的比赛！	#C(#E87D22)[Cross-server Teams] The Top 8 Selection #n”#C(#00FF00) is over. Qualified players please be on time tomorrow’s competition!	0	
Common.Other.GlobalPrompt.JT_EndFight4	#C(#E87D22)【跨服争霸赛】“8强淘汰赛”#n”#C(#00FF00)比赛已经全部结束，获得决赛资格的玩家请准时参加明天的总决赛，冠军荣誉即将揭晓！	#C(#E87D22)[Cross-server Teams] The Top 4 Selection #n”#C(#00FF00) is over. Qualified players please be on time for tomorrow’s Finals! Who will be the champion?	0	
Common.Other.GlobalPrompt.JT_EndFight5	#C(#E87D22)【跨服争霸赛】“总决赛”#n”#C(#00FF00)已经结束，本届的所有比赛结束，恭喜获胜的战队，下一届再接再厉！比赛奖励将通过邮件发放，获胜战队所在服务器玩家福利可通过争霸福利领取！	#C(#E87D22)[Cross-server Teams] Finals #n”#C(#00FF00) are over. Congratulations to the champion! Competition rewards will be sent by mail. All the players from the champion’s server will be able to claim their rewards by clicking on the Cross-server Bonus icon.	0	
Common.Other.GlobalPrompt.JT_ExchangeOkay	兑换成功，获得	Exchanged successfully. You received	0	
Common.Other.GlobalPrompt.JT_FightStep_Name_1	32强	32nd Final	0	
Common.Other.GlobalPrompt.JT_FightStep_Name_2	16强	16th Final	0	
Common.Other.GlobalPrompt.JT_FightStep_Name_3	8强	8th Final	0	
Common.Other.GlobalPrompt.JT_FightStep_Name_4	半决赛	Semifinals	0	
Common.Other.GlobalPrompt.JT_FightStep_Name_5	决赛	Finals	0	
Common.Other.GlobalPrompt.JT_FightTypeName_1	天榜	Heaven Ranking	0	
Common.Other.GlobalPrompt.JT_FightTypeName_2	地榜	Earth Ranking	0	
Common.Other.GlobalPrompt.JT_FinalGuessServerMsg	#C(#E87D22)【跨服战队争霸赛】#n争夺赛竞猜活动已经开始，竞猜成功将获得高额奖励，快来选出你心目中最中意的战队吧！#C(#00FF00)#U#A(#K(dlg,ZHENGBATWO))前往竞猜#n#n#n	#C(#E87D22)【Cross-sever Teams】#n Bets are on. Players who bet for the winner will get great rewards. Select your favorite team! #C(#00FF00)#U#A(#K(dlg,ZHENGBATWO)) Go bet#n#n#n	0	
Common.Other.GlobalPrompt.JT_FinalMail	系统	System	0	
Common.Other.GlobalPrompt.JT_FinalMailContent_1	恭喜您所在的战队小组赛排名#C(#ffff00)第%s#n，成功晋级跨服战队争霸赛决赛-天榜，比赛将于#C(#00ff00)明日（周二）下午18:30#n开始，请#C(#ff0000)提前10分钟#n进入比赛。比赛分组将于次日公布。	Congratulations! Your team ranked #C(#ffff00) No. %s in the Group Game and can take part in the Cross-server Team - Heaven. The match will begin at #C(#00ff00) 18:30, Tuesday (tomorrow). Please #C(#ff0000) enter the match 10 minutes in advance #n. Grouping will also be announced tomorrow.	0	
Common.Other.GlobalPrompt.JT_FinalMailContent_2	恭喜您所在的战队小组赛排名#C(#ffff00)第%s#n，成功晋级跨服战队争霸赛决赛-地榜，比赛将于#C(#00ff00)明日（周二）下午18:30#n开始，请#C(#ff0000)提前10分钟#n进入比赛。比赛分组将于次日公布。	Congratulations! Your team ranked #C(#ffff00) No. %s in the Group Game and can take part in the Cross-server Team - Earth. The match will begin at #C(#00ff00) 18:30, Tuesday (tomorrow). Please #C(#ff0000) enter the match 10 minutes in advance #n. Grouping will also be announced tomorrow.	0	
Common.Other.GlobalPrompt.JT_FinalMailTitle	跨服战队争霸赛	Cross-sever Teams	0	
Common.Other.GlobalPrompt.JT_FinalTips_0	#C(#E87D22)【跨服争霸赛】#n决赛竞猜活动已经开始，竞猜成功将获得高额奖励，快来选出你心目中最中意的战队吧！#C(#00FF00)#U#A(#K(dlg,ZHENGBATWO))前往竞猜#n#n#n	#C(#E87D22)【Cross-sever Teams】#n Bets are on. Players who bet for the winner will get great rewards. Select your favorite team! #C(#00FF00)#U#A(#K(dlg,ZHENGBATWO)) Go bet#n#n#n	0	
Common.Other.GlobalPrompt.JT_FinalTips_1	#C(#E87D22)【跨服争霸赛】#n恭喜战队#C(#00ff00)%s#n成功晋级决赛，获得角逐跨服争霸赛冠军资格。	#C(#E87D22)【Cross-sever Teams】#n Congratulations! The team - #C(#00ff00)%s#n has reached the Finals.	0	
Common.Other.GlobalPrompt.JT_FinalTips_10	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)%s#n领取了#C(#00ff00)%s#n全服奖励，感谢#C(#ffff00)%s%s#n#C(#00ff00)%s#n为本服做出的杰出贡献。	#C(#E87D22)【Cross-sever Teams 】#n#C(#ffff00)%s#n has claimed #C(#00ff00)%s#n. Let’s thank #C(#ffff00)%s%s#n#C(#00ff00)%s#n for the contribution to this server.	0	
Common.Other.GlobalPrompt.JT_FinalTips_11	#C(#E87D22)【跨服争霸赛】#n恭喜战队#C(#00ff00)[%s]%s#n击败全部对手，成为本届跨服战队争霸赛#C(#ffff00)巅峰冠军#n，并开启了全服奖励！#C(#00FF00)#U#A(#K(OPEN_KF_REWARD_PANEL))前往领取#n	#C(#E87D22)【Cross-sever Teams】#n Congratulations! #C(#00ff00)[%s]%s has defeated all opponents and became #C(#ffff00)No. 1#n in the Cross-server Teams  - Heaven. The team has unlocked this server's rewards. #C(#00FF00)#U#A(#K(OPEN_KF_REWARD_PANEL)) Claim them #n	0	
Common.Other.GlobalPrompt.JT_FinalTips_12	跨服争霸赛奖励已发放，请通过“玩法奖励”领取，争霸赛冠军请点击“冠军领奖”按钮领取专属奖励。	The rewards of the Cross-sever Teams have been distributed. Please claim the rewards from the Event Rewards interface. The Champion team can claim the exclusive rewards from the Champion Rewards interface.	0	
Common.Other.GlobalPrompt.JT_FinalTips_16	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)16强#n比赛将在#C(#00ff00)10分钟#n后开始，请晋级的战队提前进入地图准备。	#C(#E87D22)【Cross-sever Teams】#n#C(#ffff00)The 16th Final #n will begin in #C(#00ff00) 10 minutes#n. Participating teams please enter the map and get ready.	0	
Common.Other.GlobalPrompt.JT_FinalTips_2	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)32强#n比赛将在#C(#00FF00)5分钟#n后开启，请拥有参赛资格的战队马上进入比赛场景准备比赛。	#C(#E87D22)【Cross-sever Teams】#n#C(#ffff00)The 32nd-Final #n will begin in #C(#00ff00) 10 minutes#n. Participating teams should enter the map to get ready	0	
Common.Other.GlobalPrompt.JT_FinalTips_21	#C(#E87D22)【跨服争霸赛】#n恭喜战队#C(#00ff00)%s#n夺得天榜冠军，战队成员#C(#00ff00)%s#n成功领取了#Z(%s,1)#H。	#C(#E87D22)【Cross-sever Teams】#n Congratulations! The team - #C(#00ff00)%s#n is the champion of Cross-server Teams - Heaven. The team member #C(#00ff00)%s#n has claimed #Z(%s,1) successfully #H.	0	
Common.Other.GlobalPrompt.JT_FinalTips_22	#C(#E87D22)【跨服争霸赛】#n恭喜战队#C(#00ff00)%s#n夺得地榜冠军，战队成员#C(#00ff00)%s#n成功领取了#Z(%s,1)#H。	#C(#E87D22)【Cross-sever Teams】#n Congratulations! The team - #C(#00ff00)%s#n is the champion of Cross-server Teams - Earth. The team member #C(#00ff00)%s#n has claimed #Z(%s,1) successfully #H.	0	
Common.Other.GlobalPrompt.JT_FinalTips_3	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)16强#n比赛将在#C(#00FF00)5分钟#n后开启，请拥有参赛资格的战队马上进入比赛场景准备比赛。	#C(#E87D22)【Cross-sever Teams】#n#C(#ffff00)The 32nd Final#n is over.#C(#00ff00) In 45 minutes #n, the #C(#ffff00) 16th Final #n will begin. Now you can bet the next round competition.	0	
Common.Other.GlobalPrompt.JT_FinalTips_4	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)8强#n比赛将在#C(#00FF00)5分钟#n后开启，请拥有参赛资格的战队马上进入比赛场景准备比赛。	#C(#E87D22)【Cross-sever Teams】#n#C(#ffff00)The Semifinal#n is over.#C(#00ff00)In 45 minutes #n, the #C(#ffff00) 16th Final #n will begin. Bet for the next round.	0	
Common.Other.GlobalPrompt.JT_FinalTips_5	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)总决赛#n比赛将在#C(#00FF00)5分钟#n后开启，请拥有参赛资格的战队马上进入比赛场景准备比赛。	Your team can take part in the #C(#ffff00) 8th Final.#n Please take part in the match at #C(#00ff00)18:30, Wednesday (tomorrow)#n. Please enter the match #C(#ff0000) ten minutes #n early to get ready.	0	
Common.Other.GlobalPrompt.JT_FinalTips_6	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)半决赛#n比赛将在#C(#00ff00)10分钟#n后开始，请晋级的战队提前进入地图准备。	#C(#E87D22)【Cross-sever Teams】#n#C(#ffff00) The semi-final #n will begin in #C(#00ff00)ten minutes.#n Participating teams should enter the map in advance to get ready.	0	
Common.Other.GlobalPrompt.JT_FinalTips_7	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)决赛#n比赛将在#C(#00ff00)10分钟#n后开始，请晋级的战队提前进入地图准备。	#C(#E87D22)【Cross-sever Teams】#n#C(#ffff00) The final #n will begin in #C(#00ff00)ten minutes.#n Participating teams should enter the map early to get ready.	0	
Common.Other.GlobalPrompt.JT_FinalTips_8	#C(#E87D22)【跨服争霸赛】#n#C(#ffff00)8强#n比赛将在#C(#00ff00)5分钟#n后开始，请晋级的战队提前进入地图准备。	#C(#E87D22)【Cross-sever Teams 】#n#C(#ffff00) The 8th Final #n will begin in #C(#00ff00)ten minutes.#n Participating teams should enter the map early to get ready.	0	
Common.Other.GlobalPrompt.JT_FinalTips_9	恭喜您所在的战队成功晋级#C(#ffff00)决赛#n，请您在#C(#00FF00)明日（周四）下午19：30#n参加比赛，比赛需#C(#ff0000)提前10分钟#n进入，请及时做好准备。	Your team can take part in the #C(#ffff00) final.#n It will start at #C(#00ff00)19:30, Tuesday (tomorrow)#n. Enter the match #C(#ff0000) ten minutes #n early and get ready.	0	
Common.Other.GlobalPrompt.JT_GroupCanNotSignUp	当前不是小组赛报名时间	Can’t apply to Group Competition now	0	
Common.Other.GlobalPrompt.JT_GroupMail	系统	System	0	
Common.Other.GlobalPrompt.JT_GroupMailContent	恭喜您的战队获得了跨服战队争霸赛#C(#ffff00)小组赛#n资格，请战队队长在今日24：00前点击#C(#00ff00)争霸赛况-小组选择#n进行小组赛分组，逾期未选择分组的战队将由系统随机分配。小组赛比赛时间为#C(#00ff00)周一下午18：30#n，请#C(#ff0000)提前10分钟#n进入比赛地图。#n	Congralulations! Your team can take part in the #C(#ffff00)#n Cross-server Teams Group Competition. Team leaders can click on #C(#00ff00) Competition Reports - Group Selection#n to select a group. Teams that haven't chosen their opponents will be assigned at random. The competition time is #C(#00ff00) 18:30, Monday. Please enter the map #C(#ff0000) 10 minutes #n early.#n	0	
