messageId	desc	EspDesc
jieshourenwu	接受任务	Aceptar búsqueda
wed9	你收到帅哥<font color='#00EE00'><a href='event:'><u>{0}</u></a></font>的求婚	Un hombre guapo llamado <font color='#00EE00'><a href='event:'><u>{0}</u></a></font> te a propuesto.
wed12	有位帅哥#C(#00EE00){0}#n向你发起求婚。是否前往查看？	Un hombre guapo llamado #C(#00EE00){0}#n te a propuesto. ¿Quieres comprobarlo?
zhanzhen018	现有：<font color='{0}'>{1}</font>个	a
dbxl	80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,	80,81,82,83,84,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,
zzyk002	至尊周卡到期时间：{0}年{1}月{2}日24:00	La tarjeta de 7 días caducará en: {0} {1} Año Mes {2} Día 24:00
zzyk017	至尊周卡到期信息	Información de caducidad de la tarjeta de 7 días.
syzb19	5、三个城门全部攻破或活动时间到达，活动结束，公会排行榜第一公会，占领圣域#H6、占领圣域公会的公会个人榜第一成员获得圣域独裁者称号，其他成员获得圣域勇士称号，称号有效期48小时#H7、所有参与圣域争霸的成员，请回本服在玩法奖励中领取对应奖励，#C(#ff0000)只要参加就能获得最低公会排名奖励#n#H#H积分说明：#H1、公会成员在每次活动期间，首次进入圣域争霸地图，根据战斗力获得初始积分，公会成员战力越高，获得积分越多#H	5. El evento terminará cuando tres puertas estén rotas, o cuando el tiempo ha terminado. El gremio campeón ocupará la ciudad. #H6. La parte superior 1 miembro en el gremio campeón recibirá el título de "Bitwa Dictador" , mientras que otros recibiránel  título de "Bitwa Gerrero". Los títulos vencerán en 48 horas. #H7. Todos los jugadores que se unieron al evento pueden reclamar recompensa al Recompensa de sucesos cuando regresen a sus propios servidores. #C(#Ff0000) Tu puedes obtener al menos la recompensa por el más bajo de la alianza #n #H #HDescription: #H1. Durante el evento, la primera vez que entras en el mapa, recibirás puntos iniciales de acuerdo a tu poder de batalla. #H
emsy24	3、通关第{0}层（{1}）（已达到） 	3. Borrar ({1}) de nvl {0}. (Satisfecho)
emsy25	3、通关第{0}层（{1}）（未达到） 	3. Borrar ({1}) de nvl {0}. (Insatisfecho)
vipzgfw006	24小时客服服务热线：{0}	Línea de 24 horas de Servicio al Cliente: {0}
syzb22	21：0{0} - 21：45	21:0{0}-21:45
emsy22	2、拥有1个{0}英雄（已达到） 	2. Tener 1 {0} héroe. (Satisfecho)
emsy23	2、拥有1个{0}英雄（未达到）	2. Tener 1 {0} héroe. (Insatisfecho)
syzb20	2、公会成员的个人积分累计相加，等于公会总积分，公会排行根据公会总积分进行排序#H3、所有公会成员只能攻击非本公会玩家，根据不同城门，胜利后获得相应积分，失败减少相应积分#H4、玩家连胜次数越多，获得积分越多，掉线或返回本服，视为战斗失败，将被扣除失败积分和连胜次数#H5、关闭城门对战表，攻击者不会离开城门，其他玩家还能对其攻击获得积分#H6、所有排行榜积分定时1分钟更新一次，请注意积分更新	2. Los puntos de Clan es la suma de todos los puntos de los miembros. La clasificación será de acuerdo a los puntos de alianzas. #H3. Sólo se puede atacar a la gente de otros gremios. De acuerdo con diferentes puertas, tu ganarás o menos puntos. #H4. Tu racha ganadora es en la que más puntos que recibas. Si estás fuera de línea o regresas a tu servidor, usted será visto como perder. Y va a perder puntos y la racha ganadora. #H5. Al cerrar la lista de batalla de la puerta, el atacante no saldrá de la puerta, mientras que otros pueden atacar al jugador y conseguir puntos. #H6. La clasificación de puntos se actualizará cada 1 minuto.
zxjl7	2.每天最多可领奖5次	2. Cada día puedes reclamar 5 veces.
dbx2	121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,	121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,150,151,152,153,154,155,156,157,158,159,160,161
zdfb18	1、组队副本需3人组队且队伍中同时有攻击职业，辅助职业及防御职业存在时才能进入战斗。#H2、每天免费收益3次，收益为零时可以继续挑战。#H3、贵族等级越高，可以购买越多的收益次数。#H4、战斗中出手顺序为绿龙祭祀＞红龙刺客＞金龙武士。	1. Necesita tres jugadores para entrar en la fiesta de la Mazmorra, con cada responsable de ataque, asistencia y defensa. #H2.Tu tienen tres intentos de recompensa gratis y puedes continuar desafiando después. #H3.Cuanto mayor sea tu nivel VIP, más recompensas obtendrás. Los intentos se puede comprar. #H4.El orden de ataque es Sacerdote verde, Rojo y azul Asesino Guerrero.
llsr6	1.流浪商人每天中午12点刷新，玩家可在商店中低价购买珍贵道具。#H2.每件商品只能购买一次。#H3.玩家可消耗神石手动刷新待售品。#H4.玩家每天最多手动刷新5次。	1.El vagabundo comerciante es refrescado todos los días al mediodía. Los jugadores pueden comprar objetos raros para los bajos precios de los mismos. #H2.Cada objeto sólo se podía comprar una vez. #H3.Los jugadores podrían utilizar Balens para actualizar los artículos en venta. #H4.Los jugadores podrían refrescar 5 veces al día como máximo.
djbk_tip01	1、30级开启劫宝#H2、每天14:00-19:30每隔半小时开启一次#H3、每次活动有四只运宝地精#H4、玩家击败拥有宝物的地精或玩家，且占领一定时间后可获得奖励#H5、劫宝获得的圣灵碎片可在地精宝库中兑换稀有的装备和命魂#H6、每次劫宝活动最多持续十分钟	1.Desbloquea el botín en el nvl 30. #H2.Ábrelo cada media hora, entre las 14: 00-19: 30 cada vez que #H3.Cada día hay cuatro Duendes para el transporte del tesoro #H4.Derrota a los jugadores o Duendes que tienen el tesoro, y mantenerla durante un período determinado para recibir recompensas. #H5.Alma Fragmento recibió del botín y se puede cambiar por objetos raros y astrales en Tienda. botín tiempo #H6.Cada Duende dura 10 minutos, como máximo. #H7.Tu puedes saquear un máximo de 4 veces por día.
hjbx1	1、活动期间，每日充值达到一定额度可在精彩活动中领取相应数量的黄金宝箱钥匙。#H2、使用黄金宝箱钥匙可开启黄金宝箱，获得珍稀道具。#H3、黄金宝箱和需要消耗的黄金钥匙数量都会在每日00:00重置。#H4、开完每日的25个黄金宝箱必得至尊奖励中的超珍稀道具。#H5、没使用的黄金宝箱钥匙可用于下次活动开启时使用。	1. Durante el evento, recarga una cantidad específica para obtener la cantidad de claves del oro del cofre correspondiente de Actividades Especiales. #H2.La cantidad de oro del cofre podría ser utilizado para abrir cofres de oro y obtener objetos raros. #H3.La cantidad de cofres de oro y sus llaves se restablecerán a la medianoche todos los días. #H4.La abertura después 25 Cofres de Oro todos los días,serás recompensado el elemento súper raro en la recompensa final. #H5.Las llaves sin usar del Cofre de Oro están disponibles en el próximo evento.
xztfk1	1、装备星座天赋卡需要英雄达到天赋卡使用等级；#H2、每个英雄初始拥有一个星座天赋卡槽，其余卡槽需要消耗天赋卡钥匙开启；#H3、激活组合效果需要同一个英雄同时装备三种指定类型的星座天赋卡#H4、星座天赋卡技能和组合效果只对装备卡牌的英雄生效；	1. Es necesario llegar al nvl especificado para usar la tarjeta de Talento. #H2. Tienes una ranura Tarjeta Talento para comenzar, y debes utilizar Vara ranura para abrir más tomas. #H3. Es necesario dotar de tres cartas de Talento especificado para activar los correspondientes efectos de combinación. #H4. Habilidades Tarjeta Talento y efectos combinados sólo funcionan para los héroes equipados con la tarjeta de Talento.
yc12g11	1、玩家等级达到80级且贵族1及以上用户可开启勇闯十二宫玩法入口#H2、贵族等级不同，每日可闯宫次数也不同#H3、闯宫次数每日0点重置#H4、开启闯宫消耗1个闯宫证#H5、开启闯宫后可招募其他玩家进行协助，协助满8人可获得奖励，协助未满8人，玩家也可消耗神石或魔晶直接获得奖励#H6、玩家每日协助其他玩家闯宫，可获得2次奖励，之后协助不会获得奖励#H7、协助闯宫需要玩家等级达到60级#H8、活动结束后，玩家不能打开勇闯十二宫界面，也不能再闯宫	1. Puede desbloquear rotura del Zodíaco cuando llegue al nvl 80 y tienes por lo menos VIP 1. #H2. Para diferentes nvls VIP, los intentos de desafío son diferentes. #H3. Intentos reto se restablecen a las 24:00 todos los días. #H4. Cuesta una Tarjeta del zodíaco para comenzar el desafío. #H5. Puedes invitar a otros jugadores a ayudarte después de empezar a desafiar. Cuando tienes otros 8 jugadores para ayudar, puedes recibir recompensas, o puede pasar Balens o Diamantes para recibir recompensas de inmediato. #H6. Tienes dos recompensas para intentar ayudar a otros jugadores con Rotura de Zodíaco. #H7. ¡Tienes que estar al menos en el nvl 60 para ayudar a otros jugadores con Rotura Zodíaco. #H8. Cuando te quedas sin intentos, no se puede entrar en Rotura de Zodíaco nuevo ese día.
qyfb16	1、只能情侣之间可以组队，不可和他人组队。#H2、最多2人组队，1人亦可进入战斗。1人战斗会用时较长，请慎重选择。#H3、击杀BOSS即可通关。通关总耗时越短，通关评价越高，通关奖励越多。#H4、需触发副本中所有机关并击杀所有的小怪才可清除BOSS身边的障碍物。#H5、当行动CD超过30秒时，不可走动，需等行动CD变为0，可继续走动。#H6、情缘组队中玩家行走、进行战斗、触发事件都会增加不同的CD。#H7、战斗若失败直接CD变为31秒不可移动哟。#H8、不要忘了地图可以拖动位置哟！！	1. Sólo se puede formar equipo con su pareja y nadie más. #H2. Puedes introducir por tu cuenta o con tu pareja. #H3. Derrota al jefe para limpiar la mazmorra. Cuanto menos tiempo te lleve limpiar la mazmorra, mejor será la evaluación y más recompensas. #H4. Debe matar a todos los monstruos y eliminar todas las barreras antes de que pueda desafiar el jefe. #H5. Cuando el CD es de más de 30 segundos, no se puede mover hasta que se convierte en 0 de nuevo. #H6. Mudanza, comenzando batallas, la eliminación de barreras y así sucesivamente aumentará el CD. #H7. Si fallas en una batalla, el CD se convertirá en 31 segundos y no serás capaz de moverte. #H8. Puedes arrastrar el mapa para ver todo el mapa.
fund013	1、活动期间内只能进行一次存取操作。#H2、每档储蓄金额需要活动开启时间内累计达到充值数量才可开启。#H3、存储天数达到需满足要求时才进行对应利息计算，领取时按照以满足最大条件计算利息。#H4、不满足第一档利息时间时，领取时只能领取本金。#H5、活动结束后未进行领取奖励的玩家，则需要玩家领取奖励后，面板关闭。#H6、存储后第一天不可领取。	1. Sólo se puede depositar y retirar Balens una sola vez. #H2. El límite del principal depósito es la cantidad total de recarga durante el evento. #H3. Sólo puedes recibir intereses de tu depósito correspondiente cuando se alcanza la longitud correspondiente del depósito. El interés que tu recibirás cuando retiras el depósito es el mejor interés elegible. #H4. Si eres elegible para ninguno de los intereses, sólo se puede reclamar al director. #H5. Después de reclamar la recompensa, el icono desaparecerá. #H6. No puedes retirar sus Balens en el primer día del depósito.
yyjyr001	1.玩家在活动期间累计登录对应的天数可以领取对应的奖励，无需连续登陆。#H2.满足条件且尚未领取的奖励均可在活动结束前领取。	1. Puede recibir la recompensa de acuerdo a los días que te conectes al juego. #H2. Puede reclamar la recompensa antes de que termine el evento.
ghfb24	1、战斗胜利则消耗1次行动力并且增加对应的副本BOSS关卡占领进度1点。#H2、当行动力为0时，战斗胜利不增加副本关卡占领进度，也无法获得奖励。#H3、提升贵族等级可额外购买更多的行动力。	1. Ganar la batalla consumirá 1 intento y añadir 1 punto al progreso de conquista de la correspondiente Ruleta de la Mazmorra Jefe. #H2. Cuando hay 0 intentos izquierda, ganando la batalla se sumará sin puntos y no recibirán recompensas. #H3. Actualización Nvl VIP puede comprar más intentos.
ywdb13	1.野外夺宝为跨服活动，每次活动时间为25分钟,战力≥100000的玩家才可参与活动，活动将根据玩家等级自动匹配合适的战区，同一战区的玩家也会分配到不同地图。#H3.击杀场景BOSS后根据伤害排名获得奖励宝箱和金币，必须守护宝箱至活动结束才能正式获得。#H4.BOSS死亡或时间结束时不在场景内的玩家无法获得宝箱奖励。#H5.击杀boss后，点击玩家角色直接进入战斗，战斗胜利将获得对方一半的宝箱。	1. Botín Salvaje es un evento de 15 minutos a través del servidor. #H2. Los jugadores pueden participar en este evento cuando sus puntuaciones de batalla alcanzan 100000. Los jugadores serán divididos y emparejados con el campo de acción de acuerdo con sus niveles. #H3. Después de matar al jefe, los cofres y oro se pagarán en recompensa a los jugadores de acuerdo a la clasificación de daños. Las recompensas serán distribuidas a los jugadores si guardan con éxito el cofre hasta el final del evento.
nlqsl001	1.达到100级即可开启龙骑试炼玩法。#H2.后续关卡挑战需成功通关前置关卡。#H3.通关后的关卡可以直接领奖,已通关的每个关卡每天可领奖一次。#H4.挑战成功或点击领奖后弹出奖励结算界面，玩家可以挑选一个宝箱获得奖励，花费神石可以开启剩余宝箱获得额外奖励。#H5.领奖每天0:00重置。	1. Al llegar a Nv 100, puedes abrir la función del dragón de prueba. #H2. Necesita pasar la etapa anterior para entrar en la siguiente etapa. #H3. Cuando se pasa la etapa puedes recibir la recompensa. Cada etapa se puede recibir una vez al día. #H4. Con éxito desafiar o recibir recompensa se abrirá la interfaz de cálculo. Los jugadores pueden elegir un cofre como recompensa. Puedes utilizar Balens pata abrir más cofres de bonificación de recompensa. #H5.La recompensa se restablecerá todos los días a las 0:00.
zzyk008	1、当日充值达到150神石时，可以#C(#FF0000)300充值神石#n购买。购买后，每天可以获得返利奖励。#H2、活动开启后，会弹出15s倒计时，倒计时结束自动进入活动场景，进行自动战斗。中途可以关闭至尊特权，进行手动操作！#H  a.城主轮值：自动进入场景，自动进行挑战，死亡后不会自动消耗魔晶或神石提前复活，等到CD结束后复活。#H  b.荣耀之战：自动进入场景，自动随机选择可挑战的对象进行挑战。#H  c.魔兽入侵：自动进入场景，进行自动寻怪，活动结束后会自动抽取金币奖励#H  	1. Cuando compras 150 Balens en un día, puedes pagar #C(#FF0000) 300 Comprado Balens #n para comprar. Y a continuación, recibirás la recompensa diaria. #H2. Cuando el evento está abierto, habrá cuenta atrás para 15s. Y cuando llega a 0, se entra en el área de eventos, y se lucha de forma automática. Puedes parar el  privilegio y hacerlo de forma manual. #H a. Clan de batalla: Introduce los acontecimientos y lucha de forma automática. Cuando mueres, no te costará Diamantes bloqueados o Balens para revivir, y espera hasta que reaparecen. #Media pensión. Lugar Batalla: Introduce los acontecimiento y lucha con jugadores aleatorios automáticamente. #H C. Invasores!: Introduce los acontecimiento y encuentra mounstruos automáticamente y puedes auto dibujar recompensa de oro. #H
