messageId	desc	PLdesc
qyfb23	当前没有队伍，您可以创建队伍	Nie masz drużyny, możesz ją stworzyć.
qyfb24	只有创建队伍后才可以邀请伴侣	Możesz zaprosić twojego partnera, gdy stworzysz drużynę.
qyfb25	当前次数不足，成为贵族可以购买更多的挑战次数	Brak przydziału.Gracze VIP mogą dokupić więcej.
qyfb26	贵族{0}用户每天可购买{1}次。#H今日剩余购买次数：{2}次	VIP {0} może kupić {1} przydziały.#Hdzisiaj możesz kupić: {2}
qyfb27	您还不是贵族，没有额外购买次数	Nie możesz dokupić przydziału, nie jesteś graczem VIP.
jiehuntips	结婚(H)	Małżeństwo(H)
fwxiamts	提示：点击符文图标可进行镶嵌和拆卸,符文可在商城中获得.	Uwaga:Kliknij na ikonkę z Runą, by umieścić lub wyjąć Runy. Runy można nabyć w Sklepie.
miao	秒	Sekundy
yc12g1	开启闯宫需消耗<font color='#FFFF00'>1</font>个<font color='#00ff00'>{0}</font>	Bedzię cię kosztować<font color='#FFFF00'>1</font>个<font color='#00ff00'>{0}</font>, by odblokować Łamanie Zodiaku.
yc12g2	(购买商城“勇闯十二宫礼包”可获得<font color='#00ff00'>{0}</font>)	(Kup w sklepie Pakiet Łamania Zodiaku, by otrzymać  <font color='#00ff00'>{0}</font>)
yc12g3	当前持有<font color='#00ff00'>{0}</font>：<font color='#FFFF00'>{1}</font>	Obecnie masz <font color='#00ff00'>{0}</font>：<font color='#FFFF00'>{1}</font>
yc12g4	今日闯宫次数已用尽，提升贵族等级可增加闯宫次数	Brak przydziału na dzisiaj. Podnieś swój lvl VIP i uzyskaj więcej.
yc12g5	{0}数量不足	Zbyt mało {0}!
yc12g6	提前闯宫会消耗<font color='#FFFF00'>{0}</font>神石或魔晶	Złamanie Zodiaku bez pomocy kosztuje <font color='#FFFF00'>{0}</font>Diamentów lub Zablok.Diamentów. 
yc12g7	是否花费#C(#FFFF00){0}#n神石或魔晶，提前闯宫?	Na pewno chcesz użyć #C(#FFFF00){0}#n Diamentów lub Zablok.Diamentów, by złamać Zodiak bez pomocy?
yc12g8	加入公会后可使用	Będzie dostępne po dołączeniu do Gildii.
yc12g9	召唤帮手冷却剩余<font color='#FFFF00'>{0}</font>秒	Poproś o pomoc odliczanie <font color='#FFFF00'>{0}</font> sekundy.
yc12g10	等级不足{0}级，无法协助闯宫	Nie osiągnięto wymaganego poziomu!Nie możesz pomóc w Łamaniu Zodiaku.
yc12g11	1、玩家等级达到80级且贵族1及以上用户可开启勇闯十二宫玩法入口#H2、贵族等级不同，每日可闯宫次数也不同#H3、闯宫次数每日0点重置#H4、开启闯宫消耗1个闯宫证#H5、开启闯宫后可招募其他玩家进行协助，协助满8人可获得奖励，协助未满8人，玩家也可消耗神石或魔晶直接获得奖励#H6、玩家每日协助其他玩家闯宫，可获得2次奖励，之后协助不会获得奖励#H7、协助闯宫需要玩家等级达到60级#H8、活动结束后，玩家不能打开勇闯十二宫界面，也不能再闯宫	1. Możesz odblokować Łamanie Zodiaku, gdy osiągniesz lvl 80 i lvl VIP 1.#H2. Dla każdego lvl VIP przydziały walk są inne.#H3. Przydziały walk zerują się codziennie o 24:00.#H4. Rozpoczęcie walki kosztuje 1 Kartę Zodiaku.#H5. Możesz poprosić o pomoc innych graczy. Możesz zdobyć nagrody, gdy będziesz mieć 8 graczy do pomocy, lub możesz wydać Diamenty lub Zablok.Diamenty,by otrzymać nagrody natychmiast.#H6. Możesz pomóc innym graczom w Łamaniu Zodiaku dwa razy.#H7. Musisz być przynajmniej na lvl 60, by pomóc innym graczom.#H8. Gdy nie masz więcej przydziałów, nie możesz wejść do Łamania Zodiaku ponownie tego dnia.
yc12g12	不可协助自己	Nie możesz pomóc sam sobie!
yc12g13	活动尚未开启	Event nieczynny.
xmly1	当前贵族等级每场挑战可购买复活次数：{0}	W zależności od lvl VIP, w każdej bitwie może dokupić liczę żyć: {0}
fwxiatishi	神器可镶嵌符文，神器可在公会副本中获得.	Możesz umieścić Runy zdobyte z Lochu Gildii w Broni Sakralnej.
sqjiarugh	现在申请加入公会需要消耗50魔晶或者神石（{0}小时{1}分后可免费申请）	Dołączenie do Gildii teraz kosztuje 50 Zablok.Diamentów lub Diamentów.(Za darmo za: {0} godziny {1} minuty)
xztfk1	1、装备星座天赋卡需要英雄达到天赋卡使用等级；#H2、每个英雄初始拥有一个星座天赋卡槽，其余卡槽需要消耗天赋卡钥匙开启；#H3、激活组合效果需要同一个英雄同时装备三种指定类型的星座天赋卡#H4、星座天赋卡技能和组合效果只对装备卡牌的英雄生效；	1. Musisz osiągnąć określony poziom, by użyć Kartę Talentu.#H2. Masz jedną kartę talentu z którą zaczynasz i musisz użyć rózgi do umieszczania, by otworzyć więcej gniazd.#H3. Musisz ubrać 3 określone umiejętności karty talentu, by aktywować odpowiedni efekt kombinacji. #H4. umiejętności karty talentu i efekt kombinacji działa tylko dla bohaterów ubranych w kartę telntu.
xztfk2	#H5、同一个英雄不能同时装备多个同类型的星座天赋卡#H6、英雄替换上阵时，无法装备的星座天赋卡将会被自动卸下，放入星座天赋卡背包#H7、若星座天赋卡背包已满，请及时清理。	#H5. Karta talentu tego smaego typu może być ubrana temu samemu bohaterowi.#H6. Kiedy bohater jest usunięty z formacji, założona karta talentu wróci do plecaka.#H7. Czyść paczkę z kartami talentu regularnie.
xztfk3	是否消耗{0}个天赋卡钥匙开启第{1}个天赋卡槽？天赋卡钥匙可以在商城中购买或活动中获得。	Czy chcesz otworzyć {1}. gniazdo karty talentu? Potrzebne są {0} rózgi umieszczające (ze Sklepu lub eventów). Gniazdo zniknie gdy usuniesz bohatera z formacji.
xztfk4	确定消耗{0}个{1}兑换1张{2}么？	Na pewno chcesz użyć {0}{1}, by wymienić na {2}?
xztfk5	确定将{0}升级到{1}星么？	Na pewno chcesz ulepszyć {0} do {1} Gwiazd?
xztfk6	确定要将此天赋卡分解么？	Na pewno chcesz przetworzyć tą Kartę Talentu?
xztfk7	出售返还：	Cena:
xztfk8	星魂	Dusza Gwiazd
dailyPayGift001	是否花费#C(#FF0000){0}神石#n开启#C({1}){2}	Na pewno chcesz użyć #C(#FF0000){0} Diamentów#n, by otworzyć #C({1}){2}
dailyPayGift002	神石不足	Zbyt mało Diamentów!
hallows020	{0}个洗练石	{0} Kryształów Rafinujących
hallows021	{0}个洗练石，{1}个圣器附魔石	{0} Kryształów Rafinujących, {1} Kameni Udoskonalających.
pet20	前修行进度已经满了，先去进阶吧	Poprzednie samoulepszenie osiągnęło max poziom. Ulepsz.
zdfb11	队长或队员点此可打开邀请好友面板	Członek grupy może otworzyć panel zaproszeń klikając tutaj.
pet21	宠物星级不足{0}星，不能进行宠物修行	Ilość gwiazd niewystarczająca, nie można kontynuować samoulepszenia zwierzęcia.
zdfb5	【{0}】邀请你加入TA创建的队伍	【{0}】zaprosił cię do drużyny.
kfboss6	一个人挑战无需组队，请解散队伍再挑战！	Nie możesz walczyć w drużynie. Najpierw rozprosz drużynę.
kfboss17	已达到挑战时限，该BOSS无法挑战。	Czas minął, nie możesz walczyć.
kfboss16	已过期	Wygasło
kfboss15	通关大神	Mistrz gry
pet23	当前修行额外成功率：{0}%	Ekstra wskaźnik sukcesu na obencym lvl samoulepszenia: {0}%
kfboss13	您已有队伍！	Już jesteś w drużynie!
kfboss12	您所在的队伍类型不是开服Boss，请重新组队！	Twoja drużyna nie jest odpowiednia dla Nowego Serwera Boss'a. Stwórz nową.
kfboss11	第{0}关	Poziom {0}
kfboss10	【{0}】邀请你加入TA的队伍	【{0}】 zaprosił cię do drużyny.
yzyxt4	玩法说明：	Pomoc:
xyc021	正在许愿中，本次许愿完成后才能退出许愿池	Życzenie w toku, nie możesz opuścić Akwenu Życzeń,dopóki się nie spełni.
xyc022	正在许愿中，本次许愿完成后才能再次许愿	Życzenie w toku, nie możesz mieć kolejnego życzenia, dopóki poprzednie się nie spełni.
xyc023	许愿池	Akwen Życzeń
xyc024	许愿积分可通过许愿获得	Pkt. Życzeń zdobywasz składając życzenie.
yzyxt1	神石不足	Zbyt mało Diamentów!
yzyxt2	当前时间段不可进行挑战	To nie jest czas na walkę!
yzyxt3	行动力不足，购买行动力可继续挑战	Brak przydziału, dokup najpierw.
djz	第{0}章	Etap {0}
jchd9	限时{0}天	Zostało {0} dni
rmbBank005	<font color='#66FF00'>{0}</font>	<font color='#66FF00'>{0}</font>
gjpingtai	[(25829,30),(25600,1),(25637,1)]	[(25829,30),(25600,1),(25637,1)]
rank5	无	Brak
skyCardPanel008	全体角色	Wszyscy Bohaterowie
skyCardPanel009	主角	Postać
kfboss9	只有队长才能执行该操作	Może to zrobić tylko lider drużyny.
kfboss8	已领取	Pobrano
kfboss3	贵族等级不足{0}，无法领奖！	Nie możesz pobrać nagród, ponieważ nie osiągnąłeś lvl VIP {0}!
skyCardPanel001	装备	Załóż
skyCardPanel002	卸下	Zdejmij
skyCardPanel003	已有：	Masz:
skyCardPanel004	材料不足	Zbyt mało materiałów!
skyCardPanel005	使用等级:80	Wymagany poziom: 80
kfboss5	你还可以邀请好友组队一起挑战，确定自己单独挑战？	Na pewno chcesz walczyć sam?Możesz zaprosić znajomych so wspólnej walki.
skyCardPanel007	可装备角色:	Dostępna postać lub bohater do ubrania:
aiwanbuff	主角享受腾讯爱玩平台特权：#H生命+150  物攻+50  法攻+50	
zxtype5	出阵	W formacji
zxtype4	攻击辅助	Pomoc w ataku
zxtype6	助阵	W uzbrojeniu
zxtype1	攻击	Atak
rmbBank006	<font color='#FF0000'>{0}</font>	<font color='#FF0000'>{0}</font>
zxtype3	肉盾	Tarcza o wysokiej obronie
zxtype2	辅助	pomoc
skyCardPanel0012	数量：	Ilość:
skyCardPanel0010	该系统80级开放	Otworzy się na lvl 80
skyCardPanel0011	等级	Poziom
rank4	组合效果：	Połącz efekty
jinbiFB3	等级不足30级，赶紧去升级吧！	Lvl 30 nie osiągnięty.Podnieś lvl!
xzfb	请先选择副本	Najpierw wybierz mapę.
woldtips1	世界地图3级开启	Mapa Świata dostępna od lvl 3
us_en_yk8	副本收益加成	Wzrost nagród na Loch
us_en_yk9	免CD	Anuluj odliczanie
us_en_yk6	副本扫荡	Nalot w Lochu
us_en_yk7	炼金收益加成	Wzrost nagród za Alchemię
us_en_yk4	恶魔深渊扫荡	Nalot w Krypcie
us_en_yk5	强化装备	Udoskonal Ekwipunek
us_en_yk2	每天领取宝箱	Codzienne nagrody ze skrzyni
us_en_yk3	英雄竞技挑战	Bitwa w Arenie
us_en_yk1	每天返还魔晶	Codzienna obniżka na Zablok.Diamenty
zdfb10	队长或队员点此可发送组队要求到世界频道	Kliknij tu ,by  wysłać zaproszenie do utworzenia grupy w kanale świat
kfboss14	#H3) 当所有BOSS挑战剩余时间为0时则玩法关闭，查看挑战记录或者领奖可以前往点击通关大神雕像打开。#H4) 若单独挑战胜利则获得挑战奖励中的全部奖励，若组队挑战则每个成员随机获得其中一件奖励。#H注意：无论队伍中有几个玩家，每个成员都仅会获得其中一件奖励。	#H3. Gdy walka jest skończona, nie możesz dołączyć do walki. Ale możesz ją obserwować i pobrać nagrody kilkając na odpowiedni posąg Boss'a. #H4. Jeśli walczysz przeciw Boss'owi solo, zgarniesz wszystkie nagrody. Jeśli walczysz w drużynie, otrzymasz losową nagrodę.
jinbiFB1	磁铁	magnes
jinbiFB2bei	消耗{0}神石（优先消耗魔晶），获得双倍奖励{1}金币？	Chcesz wymienić {0} Diamentów(jeśli posiadasz, to Zablok.Diamentów) na podwójną nagrodę {1} Złota?
yqzd	#C(#4169e1)组队副本{0}，队伍尚缺{1}人，等待你的加入！#C(#00ff00)#U#T(#K(YQZD,{2},立即加入,))	#C(#4169e1)Loch drużynowy {0}. Brakuje nam wciąż {1}  graczy. Przygoda na ciebie czeka.#C(#00ff00)#U#T(#K(YQZD,{2}, dołącz teraz,))
xyc020	幸运积分或神石不足	Zbyt mało pkt. szczęścia lub Diamentów
awpingtai	[(25829,30),(25600,1),(25637,1)]	[(25829,30),(25600,1),(25637,1)]
jinbiFB4	退出后将会扣除1次金币副本次数，确认退出金币副本吗？	Stracisz jeden przydział na Złoty Loch, jeśli opuścisz.Potwierdzasz?
wed83	#H8、玩家可前往圣辉城NPC神父处花费200000金币进行离婚，离婚后当天无法继续#H求婚或被求婚	#H8. Gracz może usykać rozwód od Kapłana NPC w Mieście Chwały po zapłaceniu 20000 Złota. Po rozwodzie oboje nie możecie #H się oświadczyć lub dostać propozycji oświadczyn.
packSkyCard	#C(#ffffff)出售{0}个#C({1}){2}#n,将得到{3}星魂	#C(#ffffff)sprzedano0}#C({1}){2}#n,otrzymano {3} Dusze Gwiazd
jinbiFB5	是否进入{0}副本	Na pewno chcesz wejść do {0} Lochu?
xyc025	<font color='#66FF00'>全服累积再许愿{0}次可开启<a href='event:'><u>金币副本</u></a></font>	<font color='#66FF00'>{0} więcej życzeń na serwerze  może odblokować<a href='event:'><u>Złoty Loch</u></a></font>
pet17	当前已是该宠物外形	To jest wygląd zwierzęcia!
xyc026	今日已全服累积许愿{0}次，已开启金币副本{1}次	Na całym serwerze jest w sumie {0} życzeń. {1} Złoty Loch odblokowany.
ganjiabuff	主角享受QQ管家平台特权：#H生命+150  物攻+50  法攻+50	
dropss5	充值神石不足	Zbyt mało Diamentów.
dropss6	充值神石：#C(#FFff37){0}#n#HQ点商城购买的神石，可用于神石转转乐摇奖	Diamenty z doładowań:#C(#FFff37){0}#n#Hdiamenty kupione w Sklepie mogą być użyte, by zagrać w Diamentowe Koło Fortuny.
dropss7	奖励神石：#C(#FFff37){0}#n#H其他途径获得神石，无法用于神石转转乐摇奖	Diamenty z nagród:#C(#FFff37){0}#n#Hdiamenty zdobyte w inny sposób nie mogą być użyte, by zagrać w Diamentowe Koło Fortuny.
pet19	宠物星级需要达到{0}	Gwiazdy zwierzęcia muszą osiągnąć {0}
pet18	宠物{0}阶	Lvl zwierzęcia {0}
OtherRolePanelTip14	未装备天赋卡	Nie założono Karty Talentów
rank2	天赋卡{0}：	Karta Talentów {0}:
xycDesc1	传说中在此许愿，就能得到圣光祭祀的祝福，获取圣·光辉套装、璀璨宝石等神秘奖励！	Legenda głosi, że jeśli wypowiesz tu życzenie, otrzymasz błogosławieństwo Świętego Szamana i tajemnicze nagrody takie jak: Święty·jaskrawe ubranie  oraz rzadkie i cenne klejnoty.
zdfb12	确定要将该玩家请离队伍吗？	Na pewno chcesz wyprosić gracza?
yk9	秒	Sekundy
xycDesc2	传说中在此许愿，就能得到绝美艳后的祝福，获取稀有命魂、璀璨宝石等神秘奖励！	Legenda głosi, że jeśli wypowiesz tu życzenie, otrzymasz błogosławieństwo Królowej Piękności, oraz tajemnicze nagrody takie jak: rzadkie cenne gwiazdy, kamienie i runy.
xycDesc4	传说中在此许愿，就能得到地狱斧王的祝福，获璀璨宝石、珍贵符文、天赋卡碎片、宠物幸运石等神秘奖励！	Legenda głosi, że jeśli wypowiesz tu życzenie, otrzymasz błogosławieństwo Króla Piekieł oraz tajemnicze nagrody takie jak: rzadkie kamienie, runy, kawałki kart umiejętności, kamienie szczęścia dla zwierząt.
zdfb14	需选择组队副本才能开始副本	Wybierz grupę,by rozpocząć Loch.
qyfbbc2	#C(#FFFF00)总耗时小于{0}分钟可获得{1}评价	#C(#FFFF00)Przejdż w mniej niż{0} minut, by otrzymać ocenę.
qyfbbc3	总耗时	Cena czasu
qyfbbc1	#C(#FF5511){0}级评价奖励#H	#C(#FF5511)Nagrody za ocenę{0}#H
qyfbbc4	剩余次数	Pozostały przydział
qyfbbc5	您还没有结婚，无法进行该玩法	Nie możesz tego zrobić, nie jesteś po ślubie.
zdfbgmcs2	贵族等级越高,可以购买的挑战次数越多哟!	Im wyższy poziom VIP, tym więcej możesz kupić przydziałów.
yk13	#C(#E87D22)您确定要花费#C(#00FF00){0}#C(#E87D22)神石赠送#C(#00FF00){2}#C(#E87D22)个#C(#00FF00){3}#C(#E87D22)给#C(#00FF00){1}	#C(#E87D22)Na pewno chcesz użyć #C(#00FF00){0}#C(#E87D22) Diamentów, by kupić #C(#00FF00){2}#C(#E87D22)#C(#00FF00){3}#C(#E87D22) i wysłać do #C(#00FF00){1} ?
yk12	请选择需要赠送的好友	Wybierz znajomego, któremu chcesz wysłać.
yk11	请输入赠送数量	Wybierz ilość, którą chcesz wysłać.
yk10	请选择好友	Wybierz znajomego.
pet31	是否确定花费#C(#fbfe00){0}神石#n进行宠物修行?	Potwierdzasz użycie #C(#fbfe00){0} Diamentów #n, by kontynuować samoulepszenie zwierzęcia?
pet30	当前没有道具#C({0}){1}#n	Chwilowo brak przedmiotu #C({0}){1}#n
union59	消耗{0}神石或者{1}魔晶创建公会	Użyj {0} Diamentów lub {1} Zablok.Diamentów, by utworzyć Gildię?
rmbBank012	充值神石：#C(#fbfe00){0}#n#HQ点商城购买的神石，可用于神石银行投资	Diamenty z doładowań: by je zdobyć musisz dołądować konto.Możesz je złożyć do depozytu.
rmbBank013	奖励神石：#C(#fbfe00){0}#n#H其他途径获得神石，无法用于神石银行投资	Diamentów uzsykanych inną drogą niż doładowanie nie można złożyć do depozytu.
rmbBank010	<font color='#00EE00'>{0}</font>的<font color='#00EE00'>{1}</font>在<font color='#EE7600'>【我的银行】</font>中领取了奖励神石：<font color='#fbfe00'>{2}</font> 魔晶：<font color='#fbfe00'>{3}</font>	<font color='#00EE00'>{1}</font> z <font color='#00EE00'>{0}</font> pobrał z <font color='#EE7600'> [Mój Bank] </font>promocyjne DIamenty: <font color='#fbfe00'>{2}</font>,Zablok.DIamenty: <font color='#fbfe00'>{3}</font>
rmbBank011	<font color='#00EE00'>{0}</font>在<font color='#EE7600'>【我的银行】</font>中领取了奖励神石：<font color='#fbfe00'>{1}</font> 魔晶：<font color='#fbfe00'>{2}</font>	<font color='#00EE00'>{0}</font> pobrał z <font color='#EE7600'>[My Bank]</font> promocyjne Diamenty: <font color='#fbfe00'>{1}</font>, Zablok.Diamenty: <font color='#fbfe00'>{2}</font>
