messageId	desc	EnglishTranslate1
hqzq003	1.活动期间，玩家可以通过以下途径获取步数：#H(1)每日在线2小时、4小时分别获得1个步数；#H(2)完成每日必做达到指定积分可以在每日必做面板领取步数；#H(3)完成首充送好礼活动可以获得步数；#H2.每一个步数可以使得玩家前进一格，玩家可以获得所有已走过格子上的奖励。#H3.走到终点后就无法再前进。#H4.点击前进按钮每次消耗1步数，前进1格，点击一键前进按钮将消耗所有步数，前进对应的格数。	(Empty)
hqzq004	大于4小时	More than 4 hours.
hqzq005	{0}小时{1}分钟	{0} Hours {1} Minutes
hqzq006	您当前没有剩余的步数可供前进，请通过在线、完成每日必做或首充送好礼获取	You don’t have Step Points left, you can’t continue. You can get Step Points from online rewards, Devotion or First Recharge Rewards.
hqzq007	您已经到达终点	You have reached the end.
hqzq008	1.活动期间，玩家可以领取炼金加成buff，提高炼金收益50%，持续2小时，每日限领一次#H2.炼金buff可以与其他提高炼金收益的buff叠加（如城主buff、半年卡）#H3.每日0:00将清除炼金buff	1. During the event, players can claim the Alchemy Boost Buff which increases Alchemy rewards by 50% and lasts 2 hours. It can be claimed once per day. #H2. This Alchemy buff can be stacked with other Buffs that can increase Alchemy rewards, like the Guild Battle Buff and the 6 Months Covenant.#H3. The Alchemy Boost Buff will be cleared daily at 00:00.
hqzq009	1.玩家可以使用月饼礼盒道具或88神石来开启月饼礼盒，月饼礼盒道具只能用于开启一次礼盒。#H2.当获得一项稀有奖励后，下次开启可获得的稀有奖励将会更换；当获取完所有类型的稀有奖励后将会重置。#H3.只有拾取了当前奖励后，才可以开启下一个礼盒。	1. Players can use Mooncake Pack items or 88 Balens to open the Mooncake Pack. A Mooncake Pack item can be used only once. #H2. When you receive a rare reward, the rare reward in the next opening will change. Rare rewards will be reset once you received all of them. #H3. You have to claim your current rewards before opening the next Pack.
hqzq010	礼盒正在打开，请等待！	The Pack is being opened. Please, wait!
hqzq011	您是否消耗1个月饼礼盒来获取奖励	Are you sure you want to consume 1 Mooncake Pack to claim the rewards?
hqzq012	您是否消耗88神石来获取奖励	Are you sure you want to consume 88 Balens to claim the rewards?
hqzq013	请先领取当前奖励！	Claim the current rewards first!
hqzq014	礼盒正在打开，请等待！	The Pack is being opened. Please, wait!
hqzq015	您是否消耗{0}神石来获取10次奖励	Are you sure you want to consume {0} Balens to claim the rewards 10 times?
hqzq016	没有可以拾取的奖励	No claimable rewards.
huangzuanle01	拥有黄钻水晶：{0}个	no need to translate
huangzuanle02	可用领奖次数：{0}次	Rewards left: {0}
huangzuanle03	消耗黄钻水晶：{0}	no need to translate
huangzuanle04	开通或续费黄钻可获得领奖，点击领奖可额外获得黄钻水晶	no need to translate
huangzuanle05	消耗{0}个黄钻水晶兑换奖励，是否确认兑换？	no need to translate
huangzuanle06	黄钻水晶不足，前往点击领奖可额外获得黄钻水晶	no need to translate
huangzuanle07	技能点上限	Skill points limit
huangzuanle08	等级不足120级,无法装备!	You haven’t reached Lvl 120, you cannot equip it!
huoyuexitong001	您还没有公会，无法进行公会任务	You are not in a Guild, so you can’t join the Guild mission.
huoyuexitong002	1.活动期间，每充值1神石，可以获得1点充值积分，充值积分可以兑换奖励。#H2.每一档次的奖励均可领取多次，超过该次数后将不能再领取。#H3.领取某一档次奖励后，当前剩余充值积分会扣除领取该档次奖励所需的积分。	1. During the event, each time you recharge 1 Balen you’ll receive 1 Recharge Point that can be exchanged for rewards. #H2. Each reward can be claimed several times. #H3. After receiving the rewards, Points will be deducted from the current Recharge Points.
huoyuexitong003	您当前剩余的充值积分：{0}积分	Recharge Points: {0}
huoyuexitong004	活动期间消耗{0}充值积分，您可以领取：（可重复领取{1}次）	If you consume {0} Recharge Points, you can receive: (You can receive {1} times.)
huoyuexitong005	已领取{0}/{1}次	You have received {0}/{1} times.
huoyuexitong006	1.玩家完成对应的活跃度任务可获得相应的活跃度。#H2.玩家获得的总活跃度达到一定数值，可领取对应的奖励。#H3.所获得的活跃度于每日00:00重置，未领取的奖励将不能领取。	1. If a player completes a Vitality Quest, he will receive the corresponding Vitality. #H2. If the total Vitality reaches a certain amount, the player will receive the corresponding rewards. #H3. Every day at 00:00 Vitality will be distributed. All unclaimed rewards will also disappear then.
huoyuexitong007	您当前的活跃度将于{0}后重置！	Your current Vitality will be reset after {0}!
huoyuexitong008	活跃度达到:{0}	Vitality has reached: {0}
huoyuexitong009	还需{0}活跃度	{0} Vitality needed.
huoyuexitong010	当前进度{0}%	Current progress: {0}%
huoyuexitong011	当前进度：{0}/{1}	Current progress: {0}/{1}
huoyuexitong012	每次完成可获得{0}活跃度	Each time you complete Vitality Quest, you receive {0} Vitality.
huoyuexitong013	#U#C(#00FF00)#A(#K(dlg,{0}))立即前往#n#n#n	#U#C(#00FF00)#A(#K(dlg,{0})) Go #n#n#n.
huoyuexitong014	#C(#FF0000)已完成	#C(#FF0000) has been completed.
huoyuexitong015	 1.活动期间，玩家收集指定数量的道具，可领取对应星级的奖励。#H2.每一星级的奖励均可领取一次，但每一星级的奖励都不可重复领取。	 1. During the event, if a player collects the required number of items they’ll receive the corresponding Star Level's rewards. #H2. Each reward can be only received once.
huoyuexitong016	再充值{0}神石，即可领取下一次	Recharge {0} Balens more to claim again.
huoyuexitong017	1.在活动期间，玩家消费充值神石达到指定额度可以领取对应奖励。#H2.每一档次的奖励均可领取多次，超过该次数后将不能再领取。#H3.若某一档次的奖励可循环领取多次，则每达到该额度的倍数时，可多领取一次，直到领取了全部次数。	1. During the event, players who consume the specified amount of Recharge Balens can claim rewards. #H2. You can only claim rewards a certain number of times. #H3. Some can be claimed several times whenever you get Recharge Balens. But the number of times you can claim them is limited.
huoyuexitong018	您今日已消费：{0}充值神石	Consumed today: {0} Recharge Balen(s)
huoyuexitong019	活动期间消费{0}充值神石，您可以领取：（可循环领取{1}次）	During the event, consume {0} Recharge Balens to claim: (You can still claim the reward {1} times.)
huoyuexitong020	再消费{0}充值神石，即可领取下一次	Consume {0} Recharge Balens more to claim again.
hz1	查看黄钻特权	no need to translate
hz2	您尚未达到{0}级，请继续努力升级	You haven't reached Lvl {0}. Please continue to level up.
hz3	请先领取上一级的黄钻成长礼包	no need to translate
hzdhl1	消耗{0}个黄钻水晶兑换{1}，是否确认兑换？	no need to translate
hzdhl2	黄钻水晶不足，进行抽奖可额外获得黄钻水晶	no need to translate
hzdhl3	消耗黄钻水晶：{0}	no need to translate
hzdhl4	可抽奖次数：{0}次	no need to translate
hzdhl5	拥有黄钻水晶：{0}个	no need to translate
hzdhl6	开通或续费黄钻可获得抽奖机会并得到兑换道具	no need to translate
hzhd01	您今日的黄钻至尊礼包剩余数量已经为0,活动期间内次日重置。	no need to translate
hzhd02	活动说明：#H1.在本页面点击开通/续费黄钻才能获得抽奖次数。#H2.抽奖次数获得是根据开通/续费黄钻的次数，非月份数。#H3.开通/续费1个月黄钻即可获得一次抽奖次数，一个玩家活动期间内最多可获得12次抽奖机会。#H4.给好友开通/续费黄钻也可获得抽奖次数。#H5.活动结束后不可再抽奖，请在活动期间内使用全部获得的抽奖次数。	no need to translate
hzhd03	可抽奖次数：{0}	no need to translate
hzhd04	开通或续费黄钻可获得抽奖机会	no need to translate
hzhd05	您的已抽奖次数已满12次，继续开通或续费黄钻不会继续增加抽奖次数	no need to translate
hzhd06	开通或续费黄钻可获得开启黄钻至尊礼包机会	no need to translate
hzhd07	活动剩余时间：{0}	Remaining Time: {0}
hzhd08	剩余礼包数：{0}	Remaining Packs: {0}
hzhd09	当前可开启次数：{0}	Opening times: {0}
hzhd10	当前已抽取：{0}	Captured: {0}
hzhdurl	http://qzs.qzone.qq.com/qzone/mall/app/meteor/act/index.html?rid=863	http://qzs.qzone.qq.com/qzone/mall/app/meteor/act/index.html?rid=863
jbbz	金币不足	Not enough Gold!
jbfb001	许愿池许愿可获得金币宝藏次数	You can win treasures making a wish in the Wishing Well.
jbfb002	进入次数不足，可前往许愿池许愿获得！	Unavailable now. Maybe you could enter after making a wish in the Wishing Well.
jbfb003	是否进入金币宝藏，确定/取消。	Are you sure you want to enter Golden Treasures?
jbfb100	确认免费获取100%拾金币+100%接金币收益？	Are you sure you want to receive 100% Collecting Gold and 100% Catching Gold for free?
jbfb101	消耗5神石直接收获100%拾金币+200%接金币收益。	Consume 5 Balens to receive 100% Collecting Gold and 200% Catching Gold directly.
jchd1	活动时间截止	Event ends in:
jchd10	已合服第{0}天	It's been {0} day(s) since the server merge.
jchd11	领取	Claim
jchd12	已过期	Expired
jchd2	当前领先：	No 1:
jchd3	永久	Permanent
jchd4	活动时间：	Duration:
jchd5	剩余时间：	Remaining Time:
jchd6	贵族{0}可领取	For VIP {0}.
jchd7	{0}年{1}月{2}日	{1} {2},{0}
jchd8	剩余：	Remaining:
jchd9	限时{0}天	{0} day(s) left
jchdchongzhikuangren	10000	10000
ji	级	Level
ji60	60级再来	Lvl 60 required.
jiaoyihangTips	交易行（S）	交易行（S）
jiehuntips	结婚(H)	Marriage (H)
jierishizhe01	你当前还没有设置生日日期；您还有1次免费修改生日日期机会。	You haven't set your birthday yet. You have 1 free chance to change it.
jierishizhe02	您的生日日期为：{0}月{1}日；本次修改生日日期消耗{2}神石。	Your birthday is on {0}/{1}. It costs {2} Balens to change the date.
jierishizhe03	您输入的日期不符合要求，请重新输入。	The date you've wrote isn't available. Please try another one.
jierishizhe04	你设置的生日日期是：{0}月{1}日，是否确认设置？	The date you've set is: {0}/{1}. Continue?
jieshourenwu	接受任务	Accept Quest
jifen	幸运积分	Luck points
jinbi	金币	Gold
jinbi2	金币：{0}	Gold: {0}
jinbiFB1	磁铁	Magnet
jinbiFB2	时间	Time
jinbiFB2bei	消耗{0}神石（优先消耗魔晶），获得双倍奖励{1}金币？	Exchange {0} Balens (Bound Balens are consumed first) to receive two times {1} Gold?
jinbiFB3	等级不足30级，赶紧去升级吧！	You need Lvl 30. Level up first!
jinbiFB4	退出后将会扣除1次金币副本次数，确认退出金币副本吗？	1 Gold Dungeon attempt will be used up after quiting. Confirm?
jinbiFB5	是否进入{0}副本	Are you sure you want to enter {0} Dungeon?
jinengTips	技能（K）	Skill (K)
jingbi001	金币：+{0}	Gold: +{0}
jingyan001	经验：+{0}	EXP: +{0}
jinricishuyiyongwan	今天可抽奖次数已经使用完毕	No more Golden Wheel chances left today.
jinrishengyu	今日剩余抽奖次数:	Today's remaining chances:
jinxingzhongDayTask	(进行中)	(Incomplete)
jixu	继续	Continue
jjc001	英雄竞技积分：+{0}	Arena Points: +{0}
jjc002	加速将消耗{0}神石或魔晶，是否加速？	It will cost {0} Balens or Bound Balens to speed up. Continue?
jjc003	声望:{0}<br/>金币:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='#FFFF00'>{5}</font>	Prestige:{0}<br/> Gold:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='#FFFF00'>{5}</font>
jjc004	声望:{0}<br/>金币:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='{5}'>{6}:</font>{7}<br/><font color='#FFFF00'>{8}</font>	Prestige:{0}<br/> Gold:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='{5}'>{6}:</font>{7}<br/><font color='#FFFF00'>{8}</font>
jjc005	是否使用{0}神石或魔晶，增加一次挑战机会?	Are you sure you want to spend {0} Balens or Bound Balens to add 1 Challenge attempt?
jjc006	等级不足！	Required level not reached!
jjc007	当前可以发起挑战	Ready to challenge
jjc008	距离下次挑战还剩 {0}	Challenge CD {0}
jjc009	{0}万	{0}0K
jjc010	声望：{0}	Prestige: {0}
jjc011	魔晶：{0}	Bound Balens: {0}
jjc012	金币：{0}	Gold: {0}
jjc013	神石：{0}	Balens: {0}
jjc014	{0}次	{0} times
jjc015	#C(#ffffff)还可以增加{0}次购买次数	#C(#ffffff)You can still buy {0} challenge attempts.
jjc016	挑战次数不足	Not enough challenge attempts.
jjc017	不能挑战自己	You can't challenge yourself.
jjc018	领取到奖励：#H#C({0}){1}#n+{2}	Rewards Received: #H#C({0}){1}#n+{2}
jjc019	领取到奖励：#H{0}+{1}	Rewards Received: #H{0}+{1}
jjc020	声望	Prestige
jjc21	当前小组不可挑战	Can’t challenge the group right now.
jlbz1	{0}开启巨龙宝藏获得了{1}	{0} spun the Wheel of Fortune and received {1}.
jlbz10	是否使用#C(#fbfe00){0}#n神石，购买1次幸运挖宝次数#H#C(#ff0000)每次挖宝仅可使用一次幸运挖宝#n	Are you sure you want to use #C(#fbfe00){0}#n Balens to buy one more Treasure Hunt attempt?
jlbz11	是否使用#C(#fbfe00){0}#n神石，购买1次挖宝次数	Are you sure you want to use #C(#fbfe00){0}#n Balens to buy a Pick?
jlbz12	购买次数不足	Not enough purchase attempts!
jlbz13	贵族{0}用户每天可购买#C(#fbfe00){1}#n次金锄头。#H今日剩余购买次数：#C(#fbfe00){2}#n次	VIP {0} players can buy Picks #C(#fbfe00){1}#n times a day. #H Today's remaining purchases: #C(#fbfe00){2}#n
